RINPERSOON;RINPERSOONS;RINPERSOONRELATIE;RINPERSOONSRELATIE;RELATIE
100169641;R;100411509;R;501
100490742;R;100219102;R;504
100476315;R;100317476;R;505
100477187;R;100161475;R;506
100383676;R;100022922;R;505
100261291;R;100146524;R;501
100442972;R;100050357;R;501
100399253;R;100427242;R;504
100316923;R;100427885;R;501
100314961;R;100212545;R;502
100248867;R;100180818;R;504
100309498;R;100029785;R;502
100068727;R;100232587;R;501
100040831;R;100170404;R;501
100039308;R;100282572;R;505
100054198;R;100300848;R;501
100071818;R;100353802;R;502
100197281;R;100286870;R;504
100378805;R;100382024;R;501
100130544;R;100460340;R;504
100305791;R;100182616;R;501
100031649;R;100310591;R;501
100453494;R;100358151;R;501
100202327;R;100419114;R;502
100421038;R;100219081;R;504
100265548;R;100087865;R;502
100437681;R;100149181;R;504
100296346;R;100466411;R;501
100489193;R;100221615;R;501
100091204;R;100255970;R;502
100348172;R;100429946;R;504
100336794;R;100237766;R;505
100030105;R;100128110;R;501
100472699;R;100316916;R;504
100458435;R;100423053;R;504
100344064;R;100367703;R;501
100436665;R;100210914;R;504
100022893;R;100136551;R;501
100171714;R;100454446;R;502
100100111;R;100483455;R;501
100437254;R;100019296;R;502
100360317;R;100383007;R;501
100041574;R;100090006;R;502
100062834;R;100497465;R;506
100084338;R;100192225;R;505
100142398;R;100249069;R;506
100420172;R;100144188;R;504
100142549;R;100004829;R;505
100216624;R;100002845;R;501
100294974;R;100307675;R;501
100350621;R;100014609;R;502
100299581;R;100110934;R;505
100379203;R;100142930;R;502
100106068;R;100295051;R;505
100040703;R;100036410;R;501
100499641;R;100250998;R;503
100329543;R;100264741;R;504
100318782;R;100219580;R;505
100458587;R;100377708;R;503
100256366;R;100044761;R;501
100186327;R;100288577;R;504
100223057;R;100447231;R;504
100037285;R;100220347;R;503
100160836;R;100441977;R;506
100306440;R;100154776;R;503
100149201;R;100037330;R;501
100230141;R;100396919;R;502
100307704;R;100489838;R;504
100085022;R;100400165;R;506
100276735;R;100407559;R;501
100095482;R;100188154;R;501
100009425;R;100275537;R;505
100400227;R;100444670;R;506
100056487;R;100363520;R;503
100126152;R;100206052;R;503
100210265;R;100252966;R;506
100219887;R;100319755;R;502
100286599;R;100484100;R;503
100444930;R;100474333;R;502
100420101;R;100443621;R;505
100101670;R;100456292;R;505
100098875;R;100094650;R;501
100118146;R;100124885;R;505
100384851;R;100446621;R;505
100004207;R;100307757;R;502
100411886;R;100074907;R;505
100027117;R;100139097;R;505
100007802;R;100282187;R;502
100191605;R;100084935;R;502
100469961;R;100228986;R;501
100322171;R;100452624;R;504
100046783;R;100389314;R;506
100048008;R;100347406;R;502
100155602;R;100075378;R;505
100003467;R;100344814;R;501
100377045;R;100197707;R;506
100494876;R;100002556;R;505
100004845;R;100240000;R;502
100377488;R;100271962;R;501
100426579;R;100186769;R;501
100437644;R;100326617;R;501
100486061;R;100039132;R;504
100239209;R;100366865;R;502
100349504;R;100410972;R;505
100349791;R;100495593;R;505
100306336;R;100020811;R;504
100459363;R;100030116;R;502
100017089;R;100094609;R;504
100432020;R;100052199;R;501
100122144;R;100311227;R;501
100485504;R;100487368;R;501
100061713;R;100414443;R;505
100237998;R;100179897;R;503
100373510;R;100336606;R;505
100345135;R;100285987;R;501
100210932;R;100054833;R;501
100009359;R;100057329;R;501
100211113;R;100317042;R;504
100220255;R;100324012;R;505
100302277;R;100016419;R;505
100233138;R;100466257;R;501
100395634;R;100354545;R;506
100323714;R;100151666;R;506
100248370;R;100216826;R;503
100332982;R;100206334;R;502
100368915;R;100259137;R;505
100164610;R;100328861;R;502
100104299;R;100395730;R;506
100461843;R;100260984;R;503
100408836;R;100215980;R;505
100370128;R;100072664;R;505
100001913;R;100065775;R;504
100403304;R;100464869;R;501
100060155;R;100245820;R;501
100169112;R;100168052;R;503
100183645;R;100166494;R;503
100011052;R;100047699;R;501
100151237;R;100160481;R;501
100325029;R;100393586;R;506
100063003;R;100374341;R;501
100388490;R;100187307;R;501
100295048;R;100311670;R;501
100420029;R;100144223;R;503
100006004;R;100415599;R;503
100319335;R;100453352;R;503
100020989;R;100159928;R;506
100133634;R;100246079;R;506
100388510;R;100324833;R;501
100284715;R;100157866;R;503
100346610;R;100038030;R;503
100400920;R;100091914;R;502
100311891;R;100376905;R;506
100269745;R;100415560;R;504
100414482;R;100151695;R;501
100217251;R;100044153;R;506
100310137;R;100136684;R;501
100136968;R;100194791;R;501
100173511;R;100367405;R;506
100389520;R;100268589;R;501
100330033;R;100119792;R;501
100087582;R;100099502;R;503
100286049;R;100080266;R;503
100026981;R;100073115;R;501
100293001;R;100226091;R;503
100263528;R;100137534;R;505
100480530;R;100208879;R;501
100313259;R;100092810;R;506
100053121;R;100127014;R;501
100242593;R;100133242;R;504
100099435;R;100148772;R;503
100073064;R;100412304;R;506
100486474;R;100231702;R;504
100071712;R;100048223;R;502
100361275;R;100378673;R;502
100343716;R;100394932;R;505
100279025;R;100138605;R;505
100159322;R;100011111;R;506
100070272;R;100366833;R;503
100040621;R;100259115;R;503
100242997;R;100383018;R;506
100379713;R;100124491;R;504
100433660;R;100089381;R;504
100216800;R;100381031;R;504
100435945;R;100363787;R;503
100400090;R;100000833;R;501
100466597;R;100410548;R;503
100393316;R;100090791;R;505
100310515;R;100063483;R;504
100435006;R;100486539;R;504
100308922;R;100004090;R;504
100172479;R;100408384;R;502
100425524;R;100092754;R;506
100371783;R;100347463;R;504
100109889;R;100346586;R;501
100068816;R;100279754;R;501
100458396;R;100395657;R;502
100001608;R;100098773;R;501
100273642;R;100106780;R;501
100112812;R;100294123;R;504
100048851;R;100058882;R;502
100408097;R;100336979;R;501
100092311;R;100184382;R;501
100341778;R;100494174;R;501
100111204;R;100069919;R;503
100165862;R;100352045;R;503
100458570;R;100486149;R;502
100042441;R;100165405;R;504
100166116;R;100346361;R;503
100170493;R;100052156;R;502
100303894;R;100161957;R;503
100427874;R;100015956;R;505
100130923;R;100167964;R;504
100460161;R;100115989;R;501
100184550;R;100192960;R;505
100149085;R;100499581;R;502
100071208;R;100210821;R;505
100053630;R;100282495;R;503
100281665;R;100471970;R;506
100427392;R;100033979;R;502
100036720;R;100042933;R;501
100025136;R;100276734;R;505
100332132;R;100153800;R;501
100086465;R;100435355;R;501
100116997;R;100079176;R;505
100212580;R;100139901;R;503
100199206;R;100251936;R;501
100036151;R;100015347;R;503
100014707;R;100416373;R;501
100450663;R;100414909;R;506
100276370;R;100167956;R;502
100258901;R;100238023;R;501
100243635;R;100138272;R;501
100166767;R;100111500;R;504
100371969;R;100439408;R;501
100303766;R;100075501;R;504
100121615;R;100093201;R;503
100183098;R;100283057;R;501
100137106;R;100072120;R;504
100055060;R;100422327;R;504
100225820;R;100316890;R;502
100128705;R;100479677;R;501
100392212;R;100379058;R;506
100409836;R;100039492;R;501
100105126;R;100311309;R;502
100353663;R;100448496;R;503
100439107;R;100122469;R;502
100212038;R;100039603;R;504
100400137;R;100473219;R;504
100394013;R;100002422;R;502
100227838;R;100448383;R;504
100370816;R;100089744;R;502
100190372;R;100284219;R;506
100151078;R;100087047;R;502
100134632;R;100158604;R;505
100175331;R;100093894;R;506
100270896;R;100283684;R;504
100324900;R;100056131;R;501
100251579;R;100005912;R;506
100450110;R;100151396;R;506
100416522;R;100034074;R;502
100378040;R;100160164;R;505
100352893;R;100416530;R;501
100013640;R;100444451;R;506
100181658;R;100282135;R;504
100254132;R;100203629;R;506
100482284;R;100124610;R;503
100434016;R;100405585;R;504
100463773;R;100371365;R;505
100457439;R;100413327;R;505
100267247;R;100013649;R;506
100359912;R;100414819;R;504
100075523;R;100454768;R;505
100207650;R;100061332;R;504
100201816;R;100476642;R;504
100201471;R;100405845;R;502
100441424;R;100098547;R;503
100112931;R;100127186;R;506
100057852;R;100414071;R;501
100083697;R;100170781;R;504
100052513;R;100378275;R;504
100369500;R;100390717;R;504
100078633;R;100363835;R;503
100307033;R;100399001;R;502
100278507;R;100454173;R;504
100418001;R;100231622;R;504
100429952;R;100129508;R;503
100395411;R;100032647;R;502
100185252;R;100364411;R;502
100012232;R;100357791;R;505
100175311;R;100013728;R;502
100491445;R;100348733;R;504
100365707;R;100486743;R;502
100039335;R;100125240;R;503
100193818;R;100472161;R;504
100179870;R;100019549;R;505
100009724;R;100286215;R;501
100335622;R;100024391;R;505
100367474;R;100497883;R;506
100429805;R;100164005;R;506
100324588;R;100074756;R;505
100298805;R;100205774;R;503
100413393;R;100255613;R;504
100482452;R;100096376;R;504
100492324;R;100163583;R;502
100427951;R;100103513;R;504
100065599;R;100315347;R;502
100200596;R;100398199;R;505
100062729;R;100059707;R;504
100321762;R;100156724;R;504
100031075;R;100164986;R;505
100157944;R;100387686;R;501
100295518;R;100037990;R;505
100024404;R;100405899;R;504
100243238;R;100474757;R;504
100121550;R;100140892;R;506
100355443;R;100116844;R;506
100076478;R;100440386;R;501
100450034;R;100289096;R;502
100239543;R;100283539;R;502
100427546;R;100302910;R;504
100324982;R;100140061;R;503
100484069;R;100216401;R;505
100390322;R;100493085;R;505
100483933;R;100480424;R;503
100174936;R;100412104;R;504
100222053;R;100196103;R;502
100038870;R;100305186;R;505
100266066;R;100252404;R;506
100132996;R;100036483;R;506
100008901;R;100408895;R;504
100467608;R;100069414;R;503
100037028;R;100053841;R;502
100122426;R;100461968;R;503
100176590;R;100173275;R;503
100291563;R;100030425;R;506
100323190;R;100271091;R;506
100433954;R;100323196;R;505
100122731;R;100079283;R;506
100338099;R;100091934;R;504
100376860;R;100098410;R;506
100222069;R;100310047;R;505
100140192;R;100338160;R;505
100187609;R;100331184;R;503
100484248;R;100105464;R;504
100497371;R;100058883;R;504
100424998;R;100449161;R;505
100459018;R;100332515;R;504
100356262;R;100462206;R;503
100350898;R;100397117;R;504
100491315;R;100425452;R;504
100350836;R;100417021;R;503
100315628;R;100163795;R;503
100335006;R;100026563;R;501
100239365;R;100234786;R;505
100248268;R;100002881;R;505
100321397;R;100295404;R;502
100447678;R;100190637;R;503
100452484;R;100004081;R;502
100278063;R;100394728;R;503
100145931;R;100089953;R;503
100293154;R;100319329;R;503
100485942;R;100034162;R;506
100027661;R;100152349;R;504
100204900;R;100047188;R;504
100218269;R;100326939;R;506
100170300;R;100271877;R;502
100171614;R;100411485;R;501
100040605;R;100051613;R;502
100099415;R;100078869;R;504
100152943;R;100055006;R;506
100027034;R;100190053;R;505
100440536;R;100207745;R;505
100050679;R;100014479;R;506
100131024;R;100476396;R;502
100052677;R;100494194;R;502
100046870;R;100460681;R;502
100302987;R;100307126;R;501
100129547;R;100263091;R;502
100091986;R;100410092;R;504
100203351;R;100110309;R;503
100370069;R;100176146;R;503
100464382;R;100239813;R;505
100008804;R;100264349;R;501
100450957;R;100055499;R;505
100428113;R;100152655;R;506
100039381;R;100315173;R;502
100464993;R;100344314;R;503
100218123;R;100193565;R;501
100107536;R;100007208;R;502
100185757;R;100029987;R;504
100397255;R;100004868;R;502
100059843;R;100108305;R;504
100235213;R;100386759;R;506
100002555;R;100467145;R;506
100475584;R;100458804;R;504
100059864;R;100095297;R;503
100470741;R;100240424;R;504
100183294;R;100148173;R;502
100230886;R;100390413;R;501
100289096;R;100248899;R;506
100377156;R;100423323;R;506
100327161;R;100015199;R;501
100397625;R;100246877;R;502
100096204;R;100315869;R;504
100284716;R;100213395;R;504
100108541;R;100326595;R;502
100009690;R;100021151;R;502
100039855;R;100291879;R;503
100179047;R;100092363;R;503
100305711;R;100439620;R;502
100122579;R;100283851;R;504
100170584;R;100436809;R;503
100314764;R;100407488;R;505
100425446;R;100243368;R;503
100150055;R;100147699;R;504
100497736;R;100018065;R;504
100370648;R;100454688;R;504
100221607;R;100308814;R;504
100183561;R;100132703;R;506
100477428;R;100247775;R;504
100273867;R;100331646;R;504
100437106;R;100217041;R;503
100080163;R;100292786;R;504
100453751;R;100139758;R;501
100182883;R;100200688;R;503
100409514;R;100389456;R;502
100138084;R;100284722;R;504
100416698;R;100048764;R;502
100299381;R;100111715;R;504
100341845;R;100160102;R;503
100441898;R;100135030;R;504
100469909;R;100268565;R;503
100340922;R;100164797;R;502
100336803;R;100325602;R;502
100014254;R;100397570;R;506
100079904;R;100448800;R;503
100427136;R;100204060;R;506
100351014;R;100232156;R;504
100341272;R;100380431;R;506
100474627;R;100324277;R;502
100371938;R;100045610;R;503
100130317;R;100383618;R;503
100438879;R;100363795;R;506
100007997;R;100400148;R;504
100446222;R;100244867;R;501
100330617;R;100378735;R;504
100091757;R;100339739;R;502
100412824;R;100256406;R;504
100013429;R;100289162;R;504
100300539;R;100171463;R;503
100146984;R;100340916;R;505
100030752;R;100313116;R;503
100361071;R;100368099;R;503
100279726;R;100049281;R;505
100221059;R;100200467;R;503
100041690;R;100345389;R;504
100219058;R;100204900;R;502
100211820;R;100348496;R;503
100071713;R;100291691;R;502
100378624;R;100173058;R;502
100309538;R;100481789;R;504
100120062;R;100362699;R;504
100432257;R;100462913;R;506
100321745;R;100461264;R;504
100091504;R;100317810;R;506
100344232;R;100226415;R;503
100101490;R;100003983;R;504
100496172;R;100406405;R;502
100233746;R;100116044;R;501
100164273;R;100086416;R;504
100476565;R;100261316;R;506
100344393;R;100028853;R;503
100478748;R;100458833;R;503
100071786;R;100200882;R;505
100090718;R;100071861;R;505
100334452;R;100486955;R;504
100420957;R;100217720;R;503
100497531;R;100390525;R;503
100248558;R;100295992;R;504
100237728;R;100165736;R;504
100382545;R;100109655;R;502
100450841;R;100411802;R;501
100308000;R;100419284;R;504
100103941;R;100061804;R;501
100430428;R;100074140;R;501
100164426;R;100213170;R;505
100273203;R;100223864;R;503
100066275;R;100305154;R;502
100136482;R;100402773;R;504
100285458;R;100338097;R;501
100287169;R;100451204;R;501
100467760;R;100032444;R;504
100353946;R;100473678;R;504
100095868;R;100266898;R;502
100369190;R;100444050;R;501
100130061;R;100223283;R;506
100328583;R;100291377;R;503
100483832;R;100248076;R;504
100276441;R;100262107;R;504
100012003;R;100011106;R;503
100103897;R;100469057;R;503
100081858;R;100215128;R;503
100223575;R;100021427;R;504
100221337;R;100159630;R;502
100338617;R;100167246;R;502
100133751;R;100416938;R;504
100424438;R;100373215;R;504
100126983;R;100416987;R;503
100005028;R;100482969;R;503
100317226;R;100175814;R;504
100038212;R;100499246;R;504
100412556;R;100005393;R;502
100025274;R;100342230;R;502
100154908;R;100456514;R;504
100083891;R;100419829;R;503
100142537;R;100385508;R;505
100231047;R;100444498;R;506
100411720;R;100344153;R;502
100307446;R;100189166;R;505
100038111;R;100235331;R;505
100461056;R;100413177;R;502
100323079;R;100361455;R;503
100155991;R;100091996;R;506
100203603;R;100304970;R;504
100299436;R;100114779;R;505
100131165;R;100051032;R;504
100177103;R;100336900;R;503
100095597;R;100372559;R;501
100156108;R;100404349;R;503
100359119;R;100153699;R;506
100278224;R;100269896;R;502
100038406;R;100349535;R;504
100179445;R;100422875;R;505
100301222;R;100024983;R;502
100396203;R;100464487;R;501
100129858;R;100449464;R;502
100404316;R;100196011;R;503
100419035;R;100325141;R;501
100338141;R;100054617;R;503
100133245;R;100170177;R;501
100074890;R;100005241;R;503
100221880;R;100407290;R;501
100395973;R;100260146;R;504
100364316;R;100035025;R;506
100496518;R;100108605;R;506
100472173;R;100403566;R;506
100074573;R;100169619;R;502
100386030;R;100084588;R;504
100134490;R;100120785;R;504
100293883;R;100249802;R;503
100393005;R;100438986;R;506
100414890;R;100269607;R;504
100275801;R;100398319;R;504
100136317;R;100264110;R;504
100356677;R;100211459;R;503
100076440;R;100434840;R;506
100418545;R;100250498;R;505
100490484;R;100098017;R;503
100093708;R;100313759;R;504
100038464;R;100284441;R;501
100313095;R;100095832;R;502
100334117;R;100214170;R;504
100304621;R;100379509;R;503
100436785;R;100005774;R;502
100245594;R;100389216;R;506
100300919;R;100254991;R;504
100298164;R;100200960;R;506
100137520;R;100239185;R;504
100138498;R;100473899;R;506
100273780;R;100398262;R;504
100057961;R;100454442;R;504
100042506;R;100331076;R;504
100289189;R;100223404;R;503
100151719;R;100271057;R;503
100321837;R;100068005;R;502
100456582;R;100167889;R;506
100440163;R;100409711;R;503
100460820;R;100455634;R;504
100465579;R;100077852;R;502
100256128;R;100044826;R;503
100482956;R;100383516;R;506
100103069;R;100086891;R;501
100091080;R;100092410;R;504
100166123;R;100235316;R;501
100381121;R;100196887;R;502
100490063;R;100208425;R;501
100036444;R;100098816;R;505
100491067;R;100282891;R;505
100203040;R;100274964;R;503
100420234;R;100262655;R;504
100235866;R;100441827;R;502
100123283;R;100360491;R;504
100015708;R;100232736;R;503
100222291;R;100324025;R;503
100241548;R;100444996;R;505
100478388;R;100414488;R;506
100151255;R;100257498;R;503
100142480;R;100186122;R;501
100032884;R;100075934;R;503
100350768;R;100153927;R;504
100156065;R;100302036;R;501
100335879;R;100321031;R;502
100033394;R;100433697;R;504
100012912;R;100220148;R;504
100417744;R;100237529;R;501
100023059;R;100492920;R;503
100119444;R;100499147;R;505
100465770;R;100051851;R;503
100032891;R;100178562;R;504
100362986;R;100249698;R;504
100271838;R;100337667;R;503
100044709;R;100083180;R;506
100188924;R;100181851;R;506
100354751;R;100376312;R;505
100053977;R;100211601;R;502
100190353;R;100286225;R;502
100101419;R;100015766;R;503
100381302;R;100093359;R;502
100002963;R;100353986;R;502
100408481;R;100159791;R;504
100176367;R;100314796;R;502
100119392;R;100261512;R;502
100359764;R;100159673;R;503
100195505;R;100006076;R;501
100478232;R;100173991;R;505
100075358;R;100407038;R;504
100446339;R;100281525;R;501
100297444;R;100449911;R;503
100050863;R;100493647;R;501
100143252;R;100302583;R;502
100136874;R;100321669;R;506
100103521;R;100070731;R;504
100464223;R;100190561;R;506
100014937;R;100273675;R;503
100257754;R;100238790;R;504
100185091;R;100137502;R;503
100120185;R;100435775;R;502
100088910;R;100234356;R;504
100114550;R;100000603;R;504
100481543;R;100360047;R;503
100467891;R;100372250;R;504
100470906;R;100335672;R;503
100315896;R;100133168;R;503
100013195;R;100342984;R;501
100204370;R;100068613;R;504
100167148;R;100327735;R;504
100182045;R;100209457;R;504
100107598;R;100198920;R;505
100007228;R;100054334;R;504
100230075;R;100212235;R;504
100077493;R;100431886;R;502
100208600;R;100474781;R;501
100272860;R;100191439;R;503
100322385;R;100418199;R;503
100422327;R;100349945;R;503
100263758;R;100126652;R;504
100484161;R;100414627;R;502
100476519;R;100065978;R;506
100390923;R;100348748;R;502
100391041;R;100145108;R;503
100328810;R;100411497;R;503
100349079;R;100129727;R;506
100154688;R;100381453;R;506
100450643;R;100073786;R;503
100043827;R;100423126;R;503
100312656;R;100186493;R;504
100042113;R;100151033;R;502
100475499;R;100335643;R;502
100266706;R;100295815;R;503
100139961;R;100363189;R;503
100073678;R;100221117;R;503
100005703;R;100258780;R;506
100482549;R;100264832;R;503
100333771;R;100495006;R;502
100296525;R;100134693;R;501
100041470;R;100055224;R;505
100356462;R;100275077;R;504
100040580;R;100139216;R;506
100114233;R;100396491;R;504
100368336;R;100435857;R;506
100116464;R;100413786;R;503
100291478;R;100076155;R;502
100266139;R;100346803;R;502
100080186;R;100325616;R;502
100430835;R;100351427;R;505
100395087;R;100493794;R;501
100073135;R;100011908;R;503
100395712;R;100090557;R;502
100441170;R;100358234;R;505
100049811;R;100313077;R;501
100192425;R;100062013;R;505
100271925;R;100078980;R;505
100271540;R;100420577;R;501
100378516;R;100127500;R;503
100464547;R;100056467;R;506
100312768;R;100028070;R;502
100237824;R;100245820;R;503
100328653;R;100230811;R;506
100108483;R;100099073;R;505
100383570;R;100061179;R;505
100416526;R;100200350;R;506
100293929;R;100230951;R;501
100449572;R;100494513;R;502
100223243;R;100076033;R;505
100360755;R;100147210;R;505
100341072;R;100249706;R;505
100245325;R;100435910;R;504
100003912;R;100282512;R;504
100070381;R;100384042;R;501
100103243;R;100079492;R;503
100445302;R;100407439;R;505
100169286;R;100396652;R;504
100248082;R;100249872;R;505
100277259;R;100059600;R;503
100210536;R;100179265;R;505
100046774;R;100092616;R;504
100074498;R;100171993;R;505
100338467;R;100433772;R;502
100082727;R;100298162;R;503
100176425;R;100443947;R;503
100082119;R;100047624;R;502
100043349;R;100196980;R;503
100063413;R;100390252;R;505
100079224;R;100372110;R;506
100331099;R;100441877;R;503
100473891;R;100244883;R;502
100185617;R;100276784;R;504
100011605;R;100449809;R;505
100196555;R;100370238;R;504
100491071;R;100129364;R;503
100197648;R;100020978;R;503
100057508;R;100265814;R;505
100258907;R;100079280;R;506
100397896;R;100326597;R;503
100043723;R;100355076;R;502
100230108;R;100070848;R;501
100308758;R;100275697;R;506
100120035;R;100196945;R;502
100410173;R;100452958;R;502
100488297;R;100402193;R;503
100094123;R;100277142;R;502
100207925;R;100193562;R;505
100293982;R;100305395;R;505
100455786;R;100027428;R;502
100095804;R;100178448;R;503
100284180;R;100424534;R;504
100082032;R;100078587;R;503
100082570;R;100051917;R;504
100242267;R;100291155;R;505
100493907;R;100488825;R;506
100354124;R;100220761;R;501
100204004;R;100123520;R;503
100368837;R;100016371;R;504
100420167;R;100283712;R;506
100221779;R;100297207;R;503
100181931;R;100343742;R;502
100492211;R;100362681;R;503
100223970;R;100411016;R;504
100268129;R;100381858;R;503
100449202;R;100125798;R;506
100330884;R;100128005;R;505
100005037;R;100440301;R;502
100003466;R;100458414;R;505
100251789;R;100278218;R;502
100243215;R;100283598;R;503
100462044;R;100095078;R;504
100168716;R;100187615;R;501
100089208;R;100395289;R;504
100405336;R;100047628;R;505
100023842;R;100494488;R;503
100445678;R;100088583;R;503
100335508;R;100169187;R;503
100364134;R;100234925;R;505
100347515;R;100127482;R;501
100025247;R;100005042;R;504
100056062;R;100420216;R;503
100367694;R;100348746;R;502
100124488;R;100211549;R;501
100001221;R;100110505;R;506
100027260;R;100317627;R;505
100122857;R;100290583;R;503
100275054;R;100212051;R;504
100010825;R;100252249;R;501
100468528;R;100064427;R;504
100479214;R;100164353;R;505
100103709;R;100036342;R;503
100139338;R;100466300;R;503
100232279;R;100130518;R;506
100185960;R;100364324;R;504
100439006;R;100194232;R;501
100142994;R;100111484;R;501
100300516;R;100200049;R;503
100362380;R;100097098;R;501
100437766;R;100429123;R;501
100157224;R;100071696;R;503
100111551;R;100020477;R;501
100178528;R;100365437;R;505
100166384;R;100402731;R;505
100321932;R;100248439;R;501
100423517;R;100135438;R;503
100280965;R;100457883;R;505
100422483;R;100044759;R;506
100180351;R;100496532;R;504
100065276;R;100414945;R;505
100272240;R;100494142;R;502
100099128;R;100209886;R;503
100438764;R;100161817;R;505
100362064;R;100162064;R;506
100315887;R;100122023;R;506
100039789;R;100425176;R;504
100245563;R;100084029;R;503
100269152;R;100093571;R;503
100029893;R;100321173;R;503
100202664;R;100256387;R;502
100322277;R;100060177;R;506
100059580;R;100260942;R;502
100160435;R;100196718;R;504
100374843;R;100328734;R;506
100243937;R;100065664;R;501
100437512;R;100410105;R;501
100334758;R;100033130;R;505
100497702;R;100397656;R;505
100030306;R;100449761;R;503
100488037;R;100165444;R;503
100081776;R;100443163;R;503
100021863;R;100015165;R;505
100436915;R;100285907;R;504
100365239;R;100038834;R;504
100295537;R;100403679;R;501
100343292;R;100274223;R;501
100454617;R;100237153;R;505
100393347;R;100070406;R;504
100037708;R;100155710;R;505
100076304;R;100490603;R;506
100070386;R;100475162;R;502
100067267;R;100044766;R;502
100341275;R;100119499;R;505
100018701;R;100281463;R;503
100030391;R;100123031;R;502
100345687;R;100063228;R;505
100138653;R;100395134;R;503
100485425;R;100358175;R;502
100301130;R;100045607;R;506
100172405;R;100000359;R;501
100316799;R;100098384;R;506
100211543;R;100486023;R;502
100486221;R;100219402;R;502
100332752;R;100410397;R;505
100346110;R;100299472;R;502
100417891;R;100418916;R;505
100475073;R;100497238;R;501
100084665;R;100223240;R;501
100312010;R;100162460;R;506
100410807;R;100005596;R;501
100096591;R;100330973;R;503
100354361;R;100299111;R;505
100274278;R;100451140;R;504
100234627;R;100019641;R;503
100146199;R;100412147;R;503
100093790;R;100021262;R;505
100084355;R;100050209;R;503
100387455;R;100413418;R;503
100013824;R;100367946;R;503
100268665;R;100437520;R;504
100481378;R;100399808;R;501
100260219;R;100419853;R;502
100374131;R;100408145;R;505
100243998;R;100021129;R;503
100008286;R;100494524;R;504
100240214;R;100164202;R;505
100331213;R;100004648;R;502
100361582;R;100492062;R;502
100421302;R;100284890;R;503
100015741;R;100149047;R;502
100122627;R;100265943;R;506
100333526;R;100349573;R;501
100492967;R;100392110;R;503
100383012;R;100006424;R;505
100204997;R;100392189;R;502
100428836;R;100497861;R;503
100119005;R;100328625;R;502
100093807;R;100387539;R;501
100388647;R;100496608;R;501
100093846;R;100314390;R;502
100088157;R;100127249;R;502
100063418;R;100228997;R;503
100314381;R;100338228;R;503
100033415;R;100148196;R;506
