RINPERSOON;RINPERSOONS;RINPERSOONRELATIE;RINPERSOONSRELATIE;RELATIE
100428675;R;100092083;R;303
100245594;R;100389216;R;307
100437681;R;100149181;R;320
100119299;R;100080303;R;312
100376860;R;100098410;R;309
100448276;R;100118861;R;318
100371510;R;100089031;R;311
100460820;R;100455634;R;321
100465579;R;100077852;R;319
100385249;R;100356549;R;308
100486782;R;100384021;R;316
100036444;R;100098816;R;318
100315628;R;100163795;R;312
100343665;R;100134481;R;313
100423517;R;100135438;R;320
100467094;R;100168309;R;318
100438001;R;100461589;R;303
100241548;R;100444996;R;309
100393808;R;100305494;R;311
100455998;R;100358442;R;311
100123622;R;100269443;R;306
100335879;R;100321031;R;318
100452342;R;100250210;R;322
100033394;R;100433697;R;322
100145931;R;100089953;R;303
100012912;R;100220148;R;322
100269152;R;100093571;R;309
100149201;R;100037330;R;308
100204900;R;100047188;R;318
100201605;R;100428954;R;320
100417744;R;100237529;R;311
100425174;R;100105782;R;318
100322277;R;100060177;R;313
100149085;R;100499581;R;316
100384238;R;100338220;R;316
100044709;R;100083180;R;307
100400227;R;100444670;R;306
100126152;R;100206052;R;301
100036720;R;100042933;R;303
100286599;R;100484100;R;307
100076999;R;100175478;R;306
100119392;R;100261512;R;322
100091986;R;100410092;R;303
100420101;R;100443621;R;301
100386677;R;100285329;R;313
100022616;R;100260107;R;305
100271625;R;100286582;R;307
100450957;R;100055499;R;303
100030306;R;100449761;R;319
100027117;R;100139097;R;301
100436915;R;100285907;R;305
100339302;R;100188776;R;305
100235213;R;100386759;R;301
100013195;R;100342984;R;313
100376526;R;100313637;R;316
100204370;R;100068613;R;320
100454617;R;100237153;R;319
100098469;R;100095662;R;317
100469961;R;100228986;R;310
100007228;R;100054334;R;310
100475584;R;100458804;R;314
100258901;R;100238023;R;310
100003467;R;100344814;R;308
100272860;R;100191439;R;303
100183294;R;100148173;R;322
100154688;R;100381453;R;308
100229455;R;100074296;R;309
100312656;R;100186493;R;309
100139961;R;100363189;R;308
100397625;R;100246877;R;301
100183098;R;100283057;R;310
100030955;R;100120457;R;304
100138653;R;100395134;R;301
100485425;R;100358175;R;318
100039855;R;100291879;R;306
100459363;R;100030116;R;310
100416505;R;100037970;R;316
100179047;R;100092363;R;321
100374564;R;100466236;R;317
100212038;R;100039603;R;301
100497736;R;100018065;R;305
100430835;R;100351427;R;307
100049811;R;100313077;R;303
100473998;R;100214299;R;307
100122144;R;100311227;R;318
100061713;R;100414443;R;305
100113183;R;100386157;R;301
100192425;R;100062013;R;313
100412556;R;100096873;R;317
100409514;R;100389456;R;317
100373510;R;100336606;R;322
100210932;R;100054833;R;320
100234627;R;100019641;R;303
100175331;R;100093894;R;313
100093790;R;100021262;R;302
100233138;R;100466257;R;303
100217456;R;100494820;R;313
100014254;R;100397570;R;321
100248370;R;100216826;R;318
100416526;R;100200350;R;305
100374131;R;100408145;R;304
100259952;R;100207645;R;304
100408836;R;100215980;R;307
100485515;R;100089034;R;318
100330617;R;100378735;R;317
100463773;R;100371365;R;320
100115616;R;100245735;R;319
100074253;R;100392296;R;309
100410191;R;100321508;R;313
100183645;R;100166494;R;301
100373758;R;100287097;R;321
100151237;R;100160481;R;310
100133847;R;100377713;R;321
100030752;R;100313116;R;318
100038429;R;100435300;R;312
100221059;R;100200467;R;310
100211820;R;100348496;R;303
100247583;R;100388330;R;307
100082119;R;100047624;R;314
100383012;R;100006424;R;302
100321745;R;100461264;R;310
100428836;R;100497861;R;306
100057852;R;100414071;R;322
100284446;R;100430919;R;302
100083697;R;100170781;R;307
100052513;R;100378275;R;304
100369500;R;100390717;R;308
100164273;R;100086416;R;321
100352214;R;100012772;R;319
100071786;R;100200882;R;309
100314381;R;100338228;R;310
100230108;R;100070848;R;302
100402716;R;100198929;R;321
100103941;R;100061804;R;309
100164426;R;100213170;R;313
100179870;R;100019549;R;301
100285458;R;100338097;R;314
100467760;R;100032444;R;314
100073929;R;100458086;R;307
100310137;R;100136684;R;301
100052280;R;100448895;R;303
100035428;R;100165068;R;304
100066589;R;100348886;R;305
100126983;R;100416987;R;305
100293001;R;100226091;R;301
100233709;R;100116364;R;314
100313798;R;100204700;R;306
100314812;R;100456184;R;313
100281199;R;100093992;R;316
100036209;R;100397085;R;313
100187520;R;100221377;R;310
100053251;R;100194070;R;318
100056132;R;100472608;R;320
100401004;R;100166153;R;304
100274053;R;100097469;R;303
100363867;R;100221238;R;318
100149459;R;100270355;R;302
100323079;R;100361455;R;307
100243238;R;100474757;R;303
100155991;R;100091996;R;302
100203603;R;100304970;R;309
100210321;R;100297704;R;310
100167618;R;100454459;R;320
100159322;R;100011111;R;308
100216800;R;100381031;R;318
100133245;R;100170177;R;321
100023842;R;100494488;R;307
100383676;R;100022922;R;320
100261291;R;100146524;R;318
100057308;R;100348684;R;311
100151237;R;100218543;R;304
100293883;R;100249802;R;309
100001337;R;100058114;R;304
100213379;R;100032843;R;310
100289486;R;100117811;R;312
100132996;R;100036483;R;315
100418545;R;100250498;R;306
100291563;R;100030425;R;320
100490484;R;100098017;R;316
100028960;R;100347798;R;322
100122731;R;100079283;R;304
100425524;R;100092754;R;310
100265548;R;100087865;R;312
100313095;R;100095832;R;313
100274548;R;100429688;R;318
100304621;R;100379509;R;316
100068816;R;100279754;R;314
100026214;R;100420876;R;312
100273780;R;100398262;R;318
100151719;R;100271057;R;320
100320890;R;100343407;R;317
100484248;R;100105464;R;321
100344064;R;100367703;R;305
100456582;R;100167889;R;310
100389062;R;100465744;R;306
100314259;R;100329459;R;307
100406134;R;100427811;R;318
100478326;R;100057515;R;317
100408097;R;100336979;R;315
100429957;R;100044234;R;321
100424998;R;100449161;R;308
100323329;R;100476379;R;305
100360317;R;100383007;R;311
100201990;R;100077555;R;321
100041574;R;100090006;R;307
100356262;R;100462206;R;305
100073036;R;100096627;R;316
100270963;R;100392361;R;305
100091080;R;100092410;R;321
100065323;R;100205946;R;304
100442488;R;100333761;R;319
100341778;R;100494174;R;316
100437766;R;100429123;R;322
100335006;R;100026563;R;312
100420234;R;100262655;R;307
100081728;R;100278798;R;313
100297764;R;100433510;R;305
100239365;R;100234786;R;311
100248268;R;100002881;R;320
100142480;R;100186122;R;306
100499641;R;100250998;R;309
100438764;R;100161817;R;312
100458587;R;100377708;R;310
100170493;R;100052156;R;321
100303894;R;100161957;R;305
100427874;R;100015956;R;320
100485942;R;100034162;R;308
100037285;R;100220347;R;306
100027661;R;100152349;R;314
100461462;R;100259893;R;314
100023059;R;100492920;R;312
100034088;R;100297580;R;307
100362986;R;100249698;R;316
100370904;R;100092787;R;317
100097552;R;100420797;R;308
100409367;R;100263154;R;315
100152943;R;100055006;R;313
100053977;R;100211601;R;303
100440536;R;100207745;R;317
100052677;R;100494194;R;318
100219887;R;100319755;R;314
100129547;R;100263091;R;319
100025136;R;100276734;R;305
100116997;R;100079176;R;312
100343985;R;100363954;R;308
100416114;R;100442499;R;320
100118146;R;100124885;R;322
100025754;R;100485677;R;315
100218123;R;100193565;R;317
100103521;R;100070731;R;306
100248109;R;100265422;R;308
100274264;R;100331210;R;309
100107536;R;100007208;R;315
100120185;R;100435775;R;320
100121615;R;100160433;R;303
100343292;R;100274223;R;303
100182045;R;100209457;R;304
100107598;R;100198920;R;310
100077493;R;100431886;R;316
100461839;R;100320347;R;311
100377045;R;100197707;R;312
100189274;R;100192018;R;310
100199201;R;100177301;R;301
100070386;R;100475162;R;310
100042113;R;100151033;R;314
100288562;R;100139080;R;309
100096204;R;100315869;R;309
100073678;R;100221117;R;304
100055060;R;100422327;R;308
100482549;R;100264832;R;302
100108541;R;100326595;R;315
100345687;R;100063228;R;313
100070577;R;100132038;R;304
100215383;R;100457049;R;302
100105126;R;100311309;R;316
100306336;R;100020811;R;308
100266139;R;100346803;R;311
100305711;R;100439620;R;306
100359783;R;100231035;R;319
100425446;R;100243368;R;322
100082457;R;100166640;R;302
100329843;R;100032329;R;310
100395712;R;100090557;R;317
100230131;R;100083575;R;305
100394013;R;100002422;R;312
100199827;R;100137509;R;307
100221607;R;100308814;R;313
100227838;R;100448383;R;310
100351285;R;100241911;R;312
100045444;R;100263208;R;305
100080163;R;100292786;R;309
100453751;R;100139758;R;317
100498628;R;100082293;R;302
100345135;R;100285987;R;311
100416698;R;100048764;R;321
100101261;R;100472996;R;308
100464547;R;100056467;R;314
100302277;R;100016419;R;322
100186225;R;100013304;R;307
100084355;R;100050209;R;322
100450110;R;100151396;R;316
100375851;R;100003313;R;312
100360755;R;100147210;R;310
100100796;R;100294087;R;311
100354792;R;100353589;R;312
100243998;R;100021129;R;320
100371938;R;100045610;R;317
100438879;R;100363795;R;307
100003912;R;100282512;R;322
100021752;R;100037219;R;322
100316412;R;100012837;R;309
100091757;R;100339739;R;303
100103243;R;100079492;R;309
100276051;R;100428877;R;321
100248082;R;100249872;R;314
100225273;R;100116564;R;313
100457439;R;100413327;R;319
100385240;R;100332919;R;319
100319512;R;100275810;R;312
100394956;R;100393648;R;308
100317414;R;100190423;R;312
100178877;R;100446695;R;310
100084917;R;100274073;R;319
100133193;R;100462944;R;316
100176425;R;100443947;R;313
100219058;R;100204900;R;321
100201816;R;100476642;R;319
100204997;R;100392189;R;316
100432257;R;100462913;R;310
100372912;R;100336673;R;309
100101490;R;100003983;R;304
100388647;R;100496608;R;307
100233746;R;100116044;R;311
100358880;R;100328557;R;308
100478748;R;100458833;R;319
100278507;R;100454173;R;301
100057508;R;100265814;R;302
100450841;R;100411802;R;307
100152022;R;100334680;R;312
100142662;R;100146541;R;304
100293982;R;100305395;R;317
100483832;R;100248076;R;309
100136968;R;100194791;R;310
100223575;R;100021427;R;302
100290580;R;100437489;R;315
100076723;R;100392857;R;304
100005028;R;100482969;R;301
100038212;R;100499246;R;310
100079403;R;100114981;R;312
100065599;R;100315347;R;321
100053121;R;100127014;R;307
100031075;R;100164986;R;317
100333026;R;100159975;R;315
100489916;R;100279873;R;303
100383828;R;100391247;R;305
100189575;R;100134257;R;301
100024404;R;100405899;R;318
100420167;R;100283712;R;311
100221779;R;100297207;R;317
100121550;R;100140892;R;301
100170438;R;100459659;R;321
100191929;R;100164937;R;315
100358231;R;100093993;R;322
100327010;R;100425498;R;301
100332382;R;100293375;R;307
100464286;R;100263821;R;316
100419035;R;100325141;R;313
100168716;R;100187615;R;312
100435945;R;100363787;R;305
100435024;R;100254264;R;316
100405336;R;100047628;R;304
100200655;R;100110739;R;306
100174936;R;100412104;R;309
100364316;R;100035025;R;313
100096648;R;100295013;R;303
100238873;R;100446648;R;321
100367694;R;100348746;R;305
100008901;R;100408895;R;318
100151171;R;100463108;R;320
100467368;R;100254867;R;308
100134583;R;100064327;R;315
100427922;R;100020028;R;302
100305791;R;100182616;R;302
100433954;R;100323196;R;306
100202327;R;100419114;R;314
100436785;R;100005774;R;315
100169458;R;100421543;R;308
100489193;R;100221615;R;302
100242521;R;100074518;R;317
100000612;R;100078196;R;311
100185960;R;100364324;R;311
100439006;R;100194232;R;308
100335399;R;100263332;R;321
100142994;R;100111484;R;317
100112812;R;100294123;R;309
100048851;R;100058882;R;307
100037734;R;100199146;R;301
100340073;R;100136746;R;317
100362380;R;100097098;R;322
100219724;R;100435855;R;314
100047449;R;100337893;R;302
100157224;R;100071696;R;305
100111551;R;100020477;R;307
100306213;R;100437733;R;319
100123283;R;100360491;R;311
100099812;R;100297495;R;315
100476160;R;100479156;R;316
100321397;R;100295404;R;321
100288847;R;100427385;R;307
100027536;R;100262995;R;305
100293154;R;100319329;R;310
100460161;R;100115989;R;318
100218269;R;100326939;R;309
100042756;R;100376144;R;307
100119444;R;100499147;R;303
100032891;R;100178562;R;305
100071208;R;100210821;R;308
100056487;R;100363520;R;319
100188924;R;100181851;R;314
100354751;R;100376312;R;313
100210265;R;100252966;R;307
100113798;R;100108239;R;322
100131024;R;100476396;R;321
100476270;R;100079309;R;314
100381302;R;100093359;R;322
100101670;R;100456292;R;308
100497702;R;100397656;R;306
100359764;R;100159673;R;319
100478232;R;100173991;R;312
100384851;R;100446621;R;312
100274374;R;100135770;R;306
100050863;R;100493647;R;317
100136874;R;100321669;R;319
100139130;R;100017310;R;315
100039381;R;100315173;R;307
100110562;R;100334109;R;307
100257754;R;100238790;R;317
100185757;R;100029987;R;319
100114550;R;100000603;R;304
100294358;R;100289347;R;317
100228112;R;100431426;R;321
100230075;R;100212235;R;316
100275740;R;100134776;R;316
100153973;R;100000819;R;308
100328971;R;100492997;R;312
100004845;R;100240000;R;305
100377488;R;100271962;R;315
100371969;R;100439408;R;302
100172840;R;100365544;R;301
100121615;R;100093201;R;314
100040719;R;100275960;R;307
100030391;R;100123031;R;304
100355628;R;100314041;R;309
100349791;R;100495593;R;316
100356462;R;100275077;R;308
100138281;R;100248863;R;309
100116464;R;100413786;R;310
100228006;R;100443978;R;305
100409836;R;100039492;R;307
100061096;R;100077007;R;305
100440059;R;100202914;R;319
100316799;R;100098384;R;301
100304137;R;100105630;R;313
100310744;R;100137460;R;308
100314764;R;100407488;R;321
100080186;R;100325616;R;305
100017089;R;100094609;R;313
100363345;R;100374682;R;307
100084665;R;100223240;R;301
100477428;R;100247775;R;305
100410807;R;100005596;R;320
100151078;R;100087047;R;319
100247401;R;100472064;R;319
100020737;R;100163021;R;306
100274278;R;100451140;R;315
100237998;R;100179897;R;311
100086107;R;100435063;R;306
100299381;R;100111715;R;313
100211113;R;100317042;R;305
100090928;R;100340123;R;306
100024777;R;100094887;R;316
100387455;R;100413418;R;310
100259978;R;100346653;R;309
100336803;R;100325602;R;302
100234907;R;100202188;R;315
100223243;R;100076033;R;314
100368915;R;100259137;R;306
100374314;R;100432687;R;322
100474627;R;100324277;R;321
100008286;R;100494524;R;318
100104299;R;100395730;R;311
100411944;R;100211345;R;320
100013640;R;100444451;R;316
100446222;R;100244867;R;315
100434016;R;100405585;R;312
100173584;R;100230835;R;312
100114713;R;100182023;R;315
100403304;R;100464869;R;321
100300539;R;100171463;R;309
100169286;R;100396652;R;314
100262613;R;100351527;R;313
100169112;R;100168052;R;315
100146984;R;100340916;R;312
100079983;R;100466144;R;316
100267247;R;100013649;R;318
100290795;R;100464636;R;312
100063003;R;100374341;R;311
100136253;R;100268864;R;304
100173986;R;100461920;R;311
100194792;R;100227717;R;311
100441424;R;100098547;R;302
100112931;R;100127186;R;322
100217411;R;100373275;R;316
100209781;R;100227123;R;318
100196555;R;100370238;R;311
100078633;R;100363835;R;321
100258249;R;100247100;R;318
100341979;R;100073533;R;305
100418001;R;100231622;R;312
100449129;R;100143388;R;310
100176264;R;100107662;R;317
100420957;R;100217720;R;315
100248558;R;100295992;R;322
100359738;R;100432416;R;313
100300152;R;100243662;R;306
100319744;R;100429232;R;305
100369668;R;100123296;R;306
100193818;R;100472161;R;312
100224629;R;100344771;R;316
100310835;R;100291570;R;306
100027479;R;100193272;R;307
100287169;R;100451204;R;306
100018491;R;100347759;R;319
100014672;R;100153171;R;311
100142906;R;100182880;R;319
100214797;R;100353663;R;316
100460614;R;100385411;R;304
100457238;R;100120466;R;310
100276441;R;100262107;R;316
100401688;R;100244120;R;319
100400950;R;100457768;R;306
100045463;R;100004966;R;311
100298805;R;100205774;R;310
100330345;R;100379414;R;314
100084977;R;100400494;R;313
100284180;R;100424534;R;312
100082032;R;100078587;R;313
100242267;R;100291155;R;312
100177571;R;100304488;R;322
100354124;R;100220761;R;318
100079073;R;100458026;R;306
100313259;R;100092810;R;321
100233274;R;100306855;R;316
100217895;R;100146992;R;316
100254789;R;100101041;R;303
100023417;R;100022014;R;306
100364909;R;100449443;R;322
100366694;R;100198481;R;316
100038111;R;100235331;R;321
100097182;R;100391636;R;302
100181931;R;100343742;R;322
100073728;R;100054441;R;307
100486474;R;100231702;R;315
100223970;R;100411016;R;301
100080992;R;100263337;R;305
100071712;R;100048223;R;304
100141485;R;100342903;R;321
100279025;R;100138605;R;317
100009630;R;100008527;R;311
100095597;R;100372559;R;312
100463267;R;100098966;R;311
100359119;R;100153699;R;301
100020427;R;100452106;R;304
100414290;R;100277553;R;302
100484069;R;100216401;R;314
100433660;R;100089381;R;301
100352430;R;100347057;R;320
100073330;R;100070129;R;304
100151201;R;100076138;R;314
100476315;R;100317476;R;305
100335508;R;100169187;R;312
100496518;R;100108605;R;322
100222053;R;100196103;R;316
100475157;R;100408136;R;308
100483728;R;100050138;R;306
100386030;R;100084588;R;320
100068727;R;100232587;R;307
100259461;R;100314545;R;316
100414890;R;100269607;R;310
100071818;R;100353802;R;308
100037028;R;100053841;R;306
100107697;R;100330110;R;313
100176590;R;100173275;R;311
100185501;R;100129540;R;318
100093708;R;100313759;R;314
100453494;R;100358151;R;306
100094617;R;100338655;R;314
100122857;R;100290583;R;312
100010825;R;100252249;R;311
100109889;R;100346586;R;312
100300919;R;100254991;R;308
100069140;R;100106308;R;310
100232279;R;100130518;R;307
100042506;R;100331076;R;322
100472699;R;100316916;R;312
100321837;R;100068005;R;313
100002098;R;100217906;R;316
100171714;R;100454446;R;319
100437254;R;100019296;R;307
100350898;R;100397117;R;315
100491315;R;100425452;R;316
100489109;R;100324644;R;322
100111204;R;100069919;R;319
100216624;R;100002845;R;310
100321932;R;100248439;R;303
100422483;R;100044759;R;319
100015708;R;100232736;R;319
100458570;R;100486149;R;304
100106068;R;100295051;R;308
100414865;R;100221849;R;306
100447678;R;100190637;R;302
100256366;R;100044761;R;301
100278063;R;100394728;R;306
100156446;R;100038212;R;315
100205237;R;100436682;R;314
100291603;R;100254968;R;319
100101419;R;100015766;R;312
100046870;R;100460681;R;302
100176367;R;100314796;R;308
100464382;R;100239813;R;306
100098875;R;100094650;R;306
100171140;R;100449508;R;322
100195505;R;100006076;R;314
100297444;R;100449911;R;308
100411886;R;100074907;R;320
100081776;R;100443163;R;307
100464223;R;100190561;R;316
100014937;R;100273675;R;312
100430131;R;100403122;R;321
100185091;R;100137502;R;303
100231258;R;100214678;R;321
100422658;R;100135636;R;312
100402851;R;100238749;R;322
100020381;R;100254537;R;305
100470906;R;100335672;R;314
100014707;R;100416373;R;322
100201913;R;100315003;R;315
100489821;R;100024263;R;320
100243635;R;100138272;R;317
100422327;R;100349945;R;313
100484161;R;100414627;R;302
100037708;R;100155710;R;319
100391041;R;100145108;R;312
100076304;R;100490603;R;315
100230886;R;100390413;R;302
100355398;R;100120363;R;308
100260117;R;100027055;R;315
100259067;R;100174086;R;317
100402319;R;100075802;R;322
100270095;R;100412722;R;304
100333771;R;100495006;R;301
100296525;R;100134693;R;308
100128705;R;100479677;R;322
100368336;R;100435857;R;303
100392212;R;100379058;R;317
100263488;R;100047398;R;315
100301130;R;100045607;R;315
100435829;R;100468241;R;309
100117952;R;100416515;R;318
100150055;R;100147699;R;318
100370775;R;100428565;R;309
100400137;R;100473219;R;314
100346110;R;100299472;R;303
100395087;R;100493794;R;304
100073135;R;100011908;R;309
100031921;R;100044113;R;306
100381567;R;100347448;R;311
100370816;R;100089744;R;313
100046522;R;100450772;R;316
100325504;R;100372709;R;316
100378516;R;100127500;R;302
100237824;R;100245820;R;319
100081757;R;100375939;R;314
100099938;R;100086451;R;312
100328653;R;100230811;R;318
100096990;R;100408187;R;322
100260219;R;100419853;R;315
100036950;R;100242035;R;308
100332982;R;100206334;R;307
100351014;R;100232156;R;314
100007997;R;100400148;R;312
100237507;R;100329766;R;314
100070381;R;100384042;R;314
100412824;R;100256406;R;316
100361582;R;100492062;R;314
100445302;R;100407439;R;314
100146660;R;100436114;R;305
100043295;R;100490356;R;315
100458396;R;100210294;R;309
100361071;R;100368099;R;309
100343619;R;100019021;R;302
100388490;R;100187307;R;317
100126491;R;100048579;R;319
100207650;R;100061332;R;314
100063413;R;100390252;R;320
100091504;R;100317810;R;314
100344232;R;100226415;R;312
100020989;R;100159928;R;310
100133634;R;100246079;R;304
100496172;R;100406405;R;314
100011605;R;100449809;R;314
100388510;R;100324833;R;316
100099271;R;100326405;R;305
100346610;R;100038030;R;320
100429952;R;100129508;R;314
100395411;R;100032647;R;302
100448967;R;100305295;R;306
100156759;R;100166889;R;313
100158856;R;100000739;R;303
100430428;R;100074140;R;313
100009724;R;100286215;R;319
100324588;R;100074756;R;308
100021875;R;100039965;R;307
100133751;R;100416938;R;310
100301750;R;100493012;R;311
100233344;R;100167607;R;315
100427951;R;100103513;R;301
100263528;R;100137534;R;317
100200596;R;100398199;R;313
100062729;R;100059707;R;303
100480530;R;100208879;R;313
100069658;R;100084402;R;314
100328416;R;100386374;R;304
100079285;R;100018583;R;308
100073064;R;100412304;R;311
100390233;R;100419936;R;315
100355443;R;100116844;R;316
100343716;R;100394932;R;311
100076478;R;100440386;R;313
100367177;R;100145881;R;320
100320956;R;100128641;R;313
100003466;R;100458414;R;314
100258375;R;100496920;R;307
100038406;R;100349535;R;321
100243215;R;100283598;R;321
100301222;R;100024983;R;319
100396203;R;100464487;R;312
100169641;R;100411509;R;314
100129858;R;100449464;R;322
100172366;R;100200856;R;301
100390322;R;100493085;R;304
100087496;R;100105919;R;311
100074890;R;100005241;R;322
100217712;R;100475509;R;307
100400090;R;100000833;R;317
100247507;R;100228878;R;304
100458310;R;100225326;R;316
100364134;R;100234925;R;312
100347515;R;100127482;R;307
100309498;R;100029785;R;320
100489671;R;100366114;R;320
100393005;R;100438986;R;314
100308922;R;100004090;R;304
100467608;R;100069414;R;310
100130544;R;100460340;R;316
100106833;R;100207765;R;309
100301165;R;100381561;R;322
100371783;R;100347463;R;317
100103709;R;100036342;R;316
100139338;R;100466300;R;308
100481770;R;100023723;R;304
100047042;R;100314554;R;319
100289189;R;100223404;R;301
100140192;R;100338160;R;316
100336794;R;100237766;R;309
100198962;R;100128393;R;312
100256344;R;100253468;R;301
100458396;R;100395657;R;303
100030105;R;100128110;R;314
100059530;R;100427742;R;309
100058530;R;100332370;R;320
100100111;R;100483455;R;309
100459018;R;100332515;R;317
100251401;R;100190819;R;311
100397701;R;100269975;R;310
100166123;R;100235316;R;312
100352781;R;100017194;R;305
100075881;R;100248710;R;313
100142549;R;100004829;R;303
100007557;R;100162074;R;310
100491067;R;100282891;R;316
100166384;R;100402731;R;317
100280965;R;100457883;R;305
100180351;R;100496532;R;306
100025735;R;100230376;R;305
100478388;R;100414488;R;308
100299581;R;100110934;R;307
100379203;R;100142930;R;303
100040703;R;100036410;R;317
100099128;R;100209886;R;308
100156065;R;100302036;R;311
100329543;R;100264741;R;316
100318782;R;100219580;R;303
100315887;R;100122023;R;302
100251726;R;100317641;R;314
100039789;R;100425176;R;307
100130923;R;100167964;R;310
100230141;R;100396919;R;318
100085022;R;100400165;R;302
100276735;R;100407559;R;301
100095482;R;100188154;R;321
100009425;R;100275537;R;317
100271838;R;100337667;R;305
100171614;R;100411485;R;311
100053630;R;100282495;R;307
100099415;R;100078869;R;320
100027034;R;100190053;R;306
100059855;R;100420841;R;302
100002963;R;100353986;R;303
100191853;R;100457202;R;306
100302987;R;100307126;R;316
100157815;R;100391050;R;319
100084662;R;100245064;R;304
100370069;R;100176146;R;301
100444930;R;100474333;R;302
100086465;R;100435355;R;304
100413348;R;100180619;R;310
100300751;R;100147087;R;320
100001291;R;100239160;R;304
100428113;R;100152655;R;303
100488037;R;100165444;R;314
100114871;R;100171179;R;316
100486596;R;100081212;R;301
100464993;R;100344314;R;307
100433121;R;100008318;R;301
100307630;R;100205947;R;309
100459397;R;100347076;R;307
100397255;R;100004868;R;311
100191605;R;100084935;R;308
100356355;R;100204252;R;303
100377355;R;100091329;R;311
100046783;R;100389314;R;315
100481409;R;100331146;R;302
100161353;R;100247685;R;311
100048008;R;100347406;R;311
100155602;R;100075378;R;318
100322385;R;100418199;R;313
100393347;R;100070406;R;302
100263758;R;100126652;R;322
100166767;R;100111500;R;316
100476519;R;100065978;R;321
100349079;R;100129727;R;316
100303766;R;100075501;R;322
100486061;R;100039132;R;318
100303952;R;100334532;R;317
100067267;R;100044766;R;320
100068935;R;100495227;R;306
100041470;R;100055224;R;319
100040580;R;100139216;R;303
100483106;R;100085387;R;303
100353663;R;100448496;R;318
100264496;R;100120762;R;305
100439107;R;100122469;R;317
100152315;R;100403741;R;313
100486221;R;100219402;R;305
100432020;R;100052199;R;314
100332752;R;100410397;R;309
100007877;R;100125383;R;313
100475073;R;100497238;R;317
100385175;R;100316834;R;311
100320290;R;100387183;R;310
100485504;R;100487368;R;313
100134632;R;100158604;R;306
100047883;R;100203724;R;317
100397636;R;100114853;R;316
100062079;R;100350128;R;313
100138084;R;100284722;R;319
100266062;R;100304304;R;308
100341845;R;100160102;R;317
100108101;R;100187678;R;307
100220255;R;100324012;R;313
100340922;R;100164797;R;307
100251579;R;100005912;R;307
100268665;R;100437520;R;307
100108483;R;100099073;R;301
100314083;R;100427842;R;321
100482452;R;100043155;R;308
100293929;R;100230951;R;310
100340840;R;100312256;R;311
