RINPERSOON;RINPERSOONS;RINPERSOONRELATIE;RINPERSOONSRELATIE;RELATIE
100112931;R;100127186;R;201
100153669;R;100400856;R;201
100156556;R;100222650;R;201
100496172;R;100406405;R;201
100355069;R;100447738;R;201
100093807;R;100387539;R;201
100093846;R;100314390;R;201
100233746;R;100116044;R;201
100369500;R;100390717;R;201
100341979;R;100073533;R;201
100352214;R;100012772;R;201
100324695;R;100283073;R;201
100185252;R;100364411;R;201
100089514;R;100231813;R;201
100152022;R;100334680;R;201
100244175;R;100300302;R;201
100066275;R;100305154;R;201
100414482;R;100151695;R;201
100246780;R;100107319;R;201
100353946;R;100473678;R;201
100310137;R;100136684;R;201
100276441;R;100262107;R;201
100012003;R;100011106;R;201
100129492;R;100167632;R;201
100045463;R;100004966;R;201
100233344;R;100167607;R;201
100413393;R;100255613;R;201
100380163;R;100327864;R;201
100364447;R;100309407;R;201
100233274;R;100306855;R;201
100082212;R;100007213;R;201
100157944;R;100387686;R;201
100242593;R;100133242;R;201
100231047;R;100444498;R;201
100420167;R;100283712;R;201
100145353;R;100355454;R;201
100351708;R;100103124;R;201
100486474;R;100231702;R;201
100223970;R;100411016;R;201
100337721;R;100045639;R;201
100483933;R;100480424;R;201
100458310;R;100225326;R;201
100484230;R;100241699;R;201
100399253;R;100427242;R;201
100304805;R;100272744;R;201
100040831;R;100170404;R;201
100128385;R;100282494;R;201
100172479;R;100408384;R;201
100151171;R;100463108;R;201
100176590;R;100173275;R;201
100479214;R;100164353;R;201
100068816;R;100279754;R;201
100222069;R;100310047;R;201
100174305;R;100094035;R;201
100320890;R;100343407;R;201
100335399;R;100263332;R;201
100371510;R;100089031;R;201
100344064;R;100367703;R;201
100389062;R;100465744;R;201
100340073;R;100136746;R;201
100442488;R;100333761;R;201
100491067;R;100282891;R;201
100350621;R;100014609;R;201
100040703;R;100036410;R;201
100099128;R;100209886;R;201
100320667;R;100177837;R;201
100033394;R;100433697;R;201
100145931;R;100089953;R;201
100037285;R;100220347;R;201
100130923;R;100167964;R;201
100460161;R;100115989;R;201
100071208;R;100210821;R;201
100059580;R;100260942;R;201
100102181;R;100045119;R;201
100059855;R;100420841;R;201
100353381;R;100236246;R;201
100131024;R;100476396;R;201
100157815;R;100391050;R;201
100101670;R;100456292;R;201
100437923;R;100321027;R;201
100136874;R;100321669;R;201
100120185;R;100435775;R;201
100339302;R;100188776;R;201
100066297;R;100104538;R;201
100014707;R;100416373;R;201
100376526;R;100313637;R;201
100098469;R;100095662;R;201
100046783;R;100389314;R;201
100377045;R;100197707;R;201
100349079;R;100129727;R;201
100486061;R;100039132;R;201
100136202;R;100359629;R;201
100270095;R;100412722;R;201
100296525;R;100134693;R;201
100138653;R;100395134;R;201
100128705;R;100479677;R;201
100461484;R;100280202;R;201
100152315;R;100403741;R;201
100374564;R;100466236;R;201
100211543;R;100486023;R;201
100212038;R;100039603;R;201
100314764;R;100407488;R;201
100080186;R;100325616;R;201
100425446;R;100243368;R;201
100122144;R;100311227;R;201
100045444;R;100263208;R;201
100086904;R;100047708;R;201
100146199;R;100412147;R;201
100312768;R;100028070;R;201
100387455;R;100413418;R;201
100395634;R;100354545;R;201
100416526;R;100200350;R;201
100374131;R;100408145;R;201
100352893;R;100416530;R;201
100181658;R;100282135;R;201
100321859;R;100374456;R;201
100485515;R;100089034;R;201
100173584;R;100230835;R;201
100074253;R;100392296;R;201
100248082;R;100249872;R;201
100267247;R;100013649;R;201
100035050;R;100327067;R;201
100351243;R;100290036;R;201
100063003;R;100374341;R;201
100463155;R;100027137;R;201
100295048;R;100311670;R;201
100372912;R;100336673;R;201
100083697;R;100170781;R;201
100237714;R;100019169;R;201
100196555;R;100370238;R;201
100388510;R;100324833;R;201
100284715;R;100157866;R;201
100278507;R;100454173;R;201
100449129;R;100143388;R;201
100057508;R;100265814;R;201
100025907;R;100268091;R;201
100497531;R;100390525;R;201
100248558;R;100295992;R;201
100448967;R;100305295;R;201
100229330;R;100461112;R;201
100369668;R;100123296;R;201
100193818;R;100472161;R;201
100269745;R;100415560;R;201
100488297;R;100402193;R;201
100179870;R;100019549;R;201
100015352;R;100489953;R;201
100457238;R;100120466;R;201
100221337;R;100159630;R;201
100021875;R;100039965;R;201
100133751;R;100416938;R;201
100005028;R;100482969;R;201
100284180;R;100424534;R;201
100038212;R;100499246;R;201
100082032;R;100078587;R;201
100427951;R;100103513;R;201
100233709;R;100116364;R;201
100480530;R;100208879;R;201
100025274;R;100342230;R;201
100328416;R;100386374;R;201
100155991;R;100091996;R;201
100035235;R;100189665;R;201
100450034;R;100289096;R;201
100009630;R;100008527;R;201
100095597;R;100372559;R;201
100327010;R;100425498;R;201
100073330;R;100070129;R;201
100335508;R;100169187;R;201
100364316;R;100035025;R;201
100136002;R;100349813;R;201
100024813;R;100345550;R;201
100039308;R;100282572;R;201
100376367;R;100035569;R;201
100197281;R;100286870;R;201
100418545;R;100250498;R;201
100031649;R;100310591;R;201
100010738;R;100016243;R;201
100117508;R;100376175;R;201
100274548;R;100429688;R;201
100296346;R;100466411;R;201
100137520;R;100239185;R;201
100112812;R;100294123;R;201
100048851;R;100058882;R;201
100059530;R;100427742;R;201
100002098;R;100217906;R;201
100201990;R;100077555;R;201
100251401;R;100190819;R;201
100270963;R;100392361;R;201
100091080;R;100092410;R;201
100114910;R;100417534;R;201
100437766;R;100429123;R;201
100178528;R;100365437;R;201
100321932;R;100248439;R;201
100297764;R;100433510;R;201
100241548;R;100444996;R;201
100165862;R;100352045;R;201
100272240;R;100494142;R;201
100499641;R;100250998;R;201
100362064;R;100162064;R;201
100205237;R;100436682;R;201
100306440;R;100154776;R;201
100218269;R;100326939;R;201
100201605;R;100428954;R;201
100023059;R;100492920;R;201
100042756;R;100376144;R;201
100362986;R;100249698;R;201
100097552;R;100420797;R;201
100101419;R;100015766;R;201
100046870;R;100460681;R;201
100076999;R;100175478;R;201
100444930;R;100474333;R;201
100413348;R;100180619;R;201
100181125;R;100396593;R;201
100450957;R;100055499;R;201
100433121;R;100008318;R;201
100014937;R;100273675;R;201
100088910;R;100234356;R;201
100402851;R;100238749;R;201
100020381;R;100254537;R;201
100470906;R;100335672;R;201
100191605;R;100084935;R;201
100367206;R;100362814;R;201
100454617;R;100237153;R;201
100275740;R;100134776;R;201
100161353;R;100247685;R;201
100048008;R;100347406;R;201
100059864;R;100095297;R;201
100476519;R;100065978;R;201
100187564;R;100128590;R;201
100377156;R;100423323;R;201
100202143;R;100491499;R;201
100316916;R;100090503;R;201
100260117;R;100027055;R;201
100349504;R;100410972;R;201
100342880;R;100085690;R;201
100397625;R;100246877;R;201
100096204;R;100315869;R;201
100345687;R;100063228;R;201
100061096;R;100077007;R;201
100179047;R;100092363;R;201
100358083;R;100209510;R;201
100170584;R;100436809;R;201
100150055;R;100147699;R;201
100395712;R;100090557;R;201
100031921;R;100044113;R;201
100199827;R;100137509;R;201
100221607;R;100308814;R;201
100475073;R;100497238;R;201
100303648;R;100023325;R;201
100437106;R;100217041;R;201
100351285;R;100241911;R;201
100113183;R;100386157;R;201
100080163;R;100292786;R;201
100047883;R;100203724;R;201
100325504;R;100372709;R;201
100271925;R;100078980;R;201
100397636;R;100114853;R;201
100378516;R;100127500;R;201
100175331;R;100093894;R;201
100341845;R;100160102;R;201
100464547;R;100056467;R;201
100090928;R;100340123;R;201
100268665;R;100437520;R;201
100450110;R;100151396;R;201
100336803;R;100325602;R;201
100260219;R;100419853;R;201
100383570;R;100061179;R;201
100014254;R;100397570;R;201
100314083;R;100427842;R;201
100482452;R;100043155;R;201
100234907;R;100202188;R;201
100293929;R;100230951;R;201
100243998;R;100021129;R;201
100021752;R;100037219;R;201
100103243;R;100079492;R;201
100001913;R;100065775;R;201
100445302;R;100407439;R;201
100276051;R;100428877;R;201
100169286;R;100396652;R;201
100116551;R;100439678;R;201
100344271;R;100471016;R;201
100457439;R;100413327;R;201
100385240;R;100332919;R;201
100394956;R;100393648;R;201
100133847;R;100377713;R;201
100215595;R;100013282;R;201
100071892;R;100018500;R;201
100427225;R;100312931;R;201
100219058;R;100204900;R;201
100082119;R;100047624;R;201
100173986;R;100461920;R;201
100071713;R;100291691;R;201
100309538;R;100481789;R;201
100441424;R;100098547;R;201
100042521;R;100021634;R;201
100480285;R;100378860;R;201
100119005;R;100328625;R;201
100439618;R;100052330;R;201
100360871;R;100460845;R;201
100121542;R;100323209;R;201
100164273;R;100086416;R;201
100078633;R;100363835;R;201
100346610;R;100038030;R;201
100176264;R;100107662;R;201
100237728;R;100165736;R;201
100322487;R;100251421;R;201
100230108;R;100070848;R;201
100402716;R;100198929;R;201
100154490;R;100357960;R;201
100033415;R;100148196;R;201
100430428;R;100074140;R;201
100285458;R;100338097;R;201
100027479;R;100193272;R;201
100287169;R;100451204;R;201
100185834;R;100385113;R;201
100207925;R;100193562;R;201
100136968;R;100194791;R;201
100081858;R;100215128;R;201
100400950;R;100457768;R;201
100298805;R;100205774;R;201
100084977;R;100400494;R;201
100482452;R;100096376;R;201
100313798;R;100204700;R;201
100062729;R;100059707;R;201
100314812;R;100456184;R;201
100281199;R;100093992;R;201
100321762;R;100156724;R;201
100204004;R;100123520;R;201
100053251;R;100194070;R;201
100023417;R;100022014;R;201
100069658;R;100084402;R;201
100314691;R;100209011;R;201
100274053;R;100097469;R;201
100099435;R;100148772;R;201
100181931;R;100343742;R;201
100140846;R;100294084;R;201
100203603;R;100304970;R;201
100355443;R;100116844;R;201
100419001;R;100175631;R;201
100228868;R;100347975;R;201
100279025;R;100138605;R;201
100358231;R;100093993;R;201
100369378;R;100375769;R;201
100367177;R;100145881;R;201
100359119;R;100153699;R;201
100159322;R;100011111;R;201
100129018;R;100039538;R;201
100251789;R;100278218;R;201
100038406;R;100349535;R;201
100309417;R;100071685;R;201
100404316;R;100196011;R;201
100172366;R;100200856;R;201
100490742;R;100219102;R;201
100433660;R;100089381;R;201
100352430;R;100347057;R;201
100216800;R;100381031;R;201
100435024;R;100254264;R;201
100089208;R;100395289;R;201
100247507;R;100228878;R;201
100174936;R;100412104;R;201
100057308;R;100348684;R;201
100472173;R;100403566;R;201
100074573;R;100169619;R;201
100316923;R;100427885;R;201
100025247;R;100005042;R;201
100314961;R;100212545;R;201
100056062;R;100420216;R;201
100022957;R;100367282;R;201
100393005;R;100438986;R;201
100250307;R;100387440;R;201
100132996;R;100036483;R;201
100008901;R;100408895;R;201
100311646;R;100106253;R;201
100356677;R;100211459;R;201
100134583;R;100064327;R;201
100427922;R;100020028;R;201
100378805;R;100382024;R;201
100291563;R;100030425;R;201
100106833;R;100207765;R;201
100304942;R;100031397;R;201
100028960;R;100347798;R;201
100313095;R;100095832;R;201
100304621;R;100379509;R;201
100338099;R;100091934;R;201
100103709;R;100036342;R;201
100360020;R;100379245;R;201
100481770;R;100023723;R;201
100109889;R;100346586;R;201
100026214;R;100420876;R;201
100489193;R;100221615;R;201
100091204;R;100255970;R;201
100057961;R;100454442;R;201
100447762;R;100059202;R;201
100292504;R;100476106;R;201
100436665;R;100210914;R;201
100314259;R;100329459;R;201
100256128;R;100044826;R;201
100092311;R;100184382;R;201
100424998;R;100449161;R;201
100323329;R;100476379;R;201
100062834;R;100497465;R;201
100397701;R;100269975;R;201
100440879;R;100066351;R;201
100352781;R;100017194;R;201
100036444;R;100098816;R;201
100111204;R;100069919;R;201
100467094;R;100168309;R;201
100123283;R;100360491;R;201
100015708;R;100232736;R;201
100476160;R;100479156;R;201
100142480;R;100186122;R;201
100106068;R;100295051;R;201
100383928;R;100155605;R;201
100166116;R;100346361;R;201
100458587;R;100377708;R;201
100315887;R;100122023;R;201
100077799;R;100284759;R;201
100416419;R;100142908;R;201
100055397;R;100328943;R;201
100269152;R;100093571;R;201
100149201;R;100037330;R;201
100230141;R;100396919;R;201
100184550;R;100192960;R;201
100085022;R;100400165;R;201
100029353;R;100335438;R;201
100171614;R;100411485;R;201
100126152;R;100206052;R;201
100354751;R;100376312;R;201
100113798;R;100108239;R;201
100052677;R;100494194;R;201
100302987;R;100307126;R;201
100084662;R;100245064;R;201
100091986;R;100410092;R;201
100203351;R;100110309;R;201
100098875;R;100094650;R;201
100497702;R;100397656;R;201
100300751;R;100147087;R;201
100359764;R;100159673;R;201
100075358;R;100407038;R;201
100025754;R;100485677;R;201
100274374;R;100135770;R;201
100039381;R;100315173;R;201
100177689;R;100235592;R;201
100027117;R;100139097;R;201
100107536;R;100007208;R;201
100257754;R;100238790;R;201
100007802;R;100282187;R;201
100436915;R;100285907;R;201
100235213;R;100386759;R;201
100013195;R;100342984;R;201
100165255;R;100460838;R;201
100208600;R;100474781;R;201
100243635;R;100138272;R;201
100289096;R;100248899;R;201
100237285;R;100260909;R;201
100450643;R;100073786;R;201
100043827;R;100423126;R;201
100355398;R;100120363;R;201
100288562;R;100139080;R;201
100475499;R;100335643;R;201
100402319;R;100075802;R;201
100018701;R;100281463;R;201
100137106;R;100072120;R;201
100073678;R;100221117;R;201
100333771;R;100495006;R;201
100039855;R;100291879;R;201
100444689;R;100164597;R;201
100409836;R;100039492;R;201
100301130;R;100045607;R;201
100148642;R;100331903;R;201
100306336;R;100020811;R;201
100048428;R;100341814;R;201
100304137;R;100105630;R;201
100122579;R;100283851;R;201
100086293;R;100487874;R;201
100346110;R;100299472;R;201
100073135;R;100011908;R;201
100370648;R;100454688;R;201
100230131;R;100083575;R;201
100183561;R;100132703;R;201
100084665;R;100223240;R;201
100345135;R;100285987;R;201
100234627;R;100019641;R;201
100108101;R;100187678;R;201
100220255;R;100324012;R;201
100302277;R;100016419;R;201
100217456;R;100494820;R;201
100468967;R;100073784;R;201
100298367;R;100304698;R;201
100323714;R;100151666;R;201
100375851;R;100003313;R;201
100223243;R;100076033;R;201
100341072;R;100249706;R;201
100245325;R;100435910;R;201
100164610;R;100328861;R;201
100008286;R;100494524;R;201
100130317;R;100383618;R;201
100411944;R;100211345;R;201
100361582;R;100492062;R;201
100124349;R;100334995;R;201
100403304;R;100464869;R;201
100146660;R;100436114;R;201
100165560;R;100098671;R;201
100146984;R;100340916;R;201
100015741;R;100149047;R;201
100094275;R;100273819;R;201
100122627;R;100265943;R;201
100143651;R;100240478;R;201
100033930;R;100359125;R;201
100359912;R;100414819;R;201
100348115;R;100473025;R;201
100133193;R;100462944;R;201
100221059;R;100200467;R;201
100211820;R;100348496;R;201
100043349;R;100196980;R;201
100201471;R;100405845;R;201
100378624;R;100173058;R;201
100263038;R;100363975;R;201
100321745;R;100461264;R;201
100185617;R;100276784;R;201
100473428;R;100394064;R;201
100192145;R;100351846;R;201
100099271;R;100326405;R;201
100358880;R;100328557;R;201
100090718;R;100071861;R;201
100382545;R;100109655;R;201
100141172;R;100068514;R;201
100450841;R;100411802;R;201
100208654;R;100162170;R;201
100052548;R;100272544;R;201
100308758;R;100275697;R;201
100120035;R;100196945;R;201
100311891;R;100376905;R;201
100319744;R;100429232;R;201
100158856;R;100000739;R;201
100039335;R;100125240;R;201
100224629;R;100344771;R;201
100467760;R;100032444;R;201
100217251;R;100044153;R;201
100318764;R;100327060;R;201
100460614;R;100385411;R;201
100489168;R;100228895;R;201
100335622;R;100024391;R;201
100095804;R;100178448;R;201
100389520;R;100268589;R;201
100429805;R;100164005;R;201
100324588;R;100074756;R;201
100026981;R;100073115;R;201
100066589;R;100348886;R;201
100281505;R;100251151;R;201
100126983;R;100416987;R;201
100293001;R;100226091;R;201
100255352;R;100443522;R;201
100467521;R;100201682;R;201
100082570;R;100051917;R;201
100263528;R;100137534;R;201
100200596;R;100398199;R;201
100177571;R;100304488;R;201
100493907;R;100488825;R;201
100354124;R;100220761;R;201
100313259;R;100092810;R;201
100412556;R;100005393;R;201
100187520;R;100221377;R;201
100142537;R;100385508;R;201
100079285;R;100018583;R;201
100295518;R;100037990;R;201
100013704;R;100252541;R;201
100073064;R;100412304;R;201
100492211;R;100362681;R;201
100071712;R;100048223;R;201
100210321;R;100297704;R;201
100328084;R;100479950;R;201
100416973;R;100363781;R;201
100427546;R;100302910;R;201
100324982;R;100140061;R;201
100488470;R;100239369;R;201
100301222;R;100024983;R;201
100396203;R;100464487;R;201
100484069;R;100216401;R;201
100419035;R;100325141;R;201
100087496;R;100105919;R;201
100400090;R;100000833;R;201
100261291;R;100146524;R;201
100442972;R;100050357;R;201
100364134;R;100234925;R;201
100347515;R;100127482;R;201
100151237;R;100218543;R;201
100316086;R;100458590;R;201
100248867;R;100180818;R;201
100309498;R;100029785;R;201
100414890;R;100269607;R;201
100187409;R;100444688;R;201
100467608;R;100069414;R;201
100130544;R;100460340;R;201
100185501;R;100129540;R;201
100093708;R;100313759;R;201
100323190;R;100271091;R;201
100202327;R;100419114;R;201
100122857;R;100290583;R;201
100107568;R;100263483;R;201
100436785;R;100005774;R;201
100437681;R;100149181;R;201
100376860;R;100098410;R;201
100025353;R;100251099;R;201
100200794;R;100375842;R;201
100042506;R;100331076;R;201
100140192;R;100338160;R;201
100001608;R;100098773;R;201
100458435;R;100423053;R;201
100497371;R;100058883;R;201
100460820;R;100455634;R;201
100100111;R;100483455;R;201
100478326;R;100057515;R;201
100459018;R;100332515;R;201
100360317;R;100383007;R;201
100041574;R;100090006;R;201
100188597;R;100461544;R;201
100490063;R;100208425;R;201
100489109;R;100324644;R;201
100341778;R;100494174;R;201
100142549;R;100004829;R;201
100111551;R;100020477;R;201
100294974;R;100307675;R;201
100420234;R;100262655;R;201
100239365;R;100234786;R;201
100438001;R;100461589;R;201
100222291;R;100324025;R;201
100299581;R;100110934;R;201
100451301;R;100041287;R;201
100414865;R;100221849;R;201
100321397;R;100295404;R;201
100447678;R;100190637;R;201
100123622;R;100269443;R;201
100318670;R;100394100;R;201
100427874;R;100015956;R;201
100223390;R;100056314;R;201
100452342;R;100250210;R;201
100156446;R;100038212;R;201
100245563;R;100084029;R;201
100029893;R;100321173;R;201
100307704;R;100489838;R;201
100202664;R;100256387;R;201
100032891;R;100178562;R;201
100384238;R;100338220;R;201
100427392;R;100033979;R;201
100152943;R;100055006;R;201
100027034;R;100190053;R;201
100053977;R;100211601;R;201
100050679;R;100014479;R;201
100002963;R;100353986;R;201
100129547;R;100263091;R;201
100463130;R;100437745;R;201
100343985;R;100363954;R;201
100478232;R;100173991;R;201
100428113;R;100152655;R;201
100411886;R;100074907;R;201
100103521;R;100070731;R;201
100248582;R;100224806;R;201
100121615;R;100160433;R;201
100365239;R;100038834;R;201
100295537;R;100403679;R;201
100065112;R;100424739;R;201
100343292;R;100274223;R;201
100489821;R;100024263;R;201
100204370;R;100068613;R;201
100377355;R;100091329;R;201
100228112;R;100431426;R;201
100322171;R;100452624;R;201
100230075;R;100212235;R;201
100475584;R;100458804;R;201
100322385;R;100418199;R;201
100422327;R;100349945;R;201
100193642;R;100452728;R;201
100328971;R;100492997;R;201
100484633;R;100194366;R;201
100021922;R;100361473;R;201
100303952;R;100334532;R;201
100259067;R;100174086;R;201
100276696;R;100311077;R;201
100482549;R;100264832;R;201
100284716;R;100213395;R;201
100108541;R;100326595;R;201
100225820;R;100316890;R;201
100392212;R;100379058;R;201
100291478;R;100076155;R;201
100440059;R;100202914;R;201
100316799;R;100098384;R;201
100400137;R;100473219;R;201
100432020;R;100052199;R;201
100329843;R;100032329;R;201
100007877;R;100125383;R;201
100125603;R;100467130;R;201
100370816;R;100089744;R;201
100190372;R;100284219;R;201
100151078;R;100087047;R;201
100134632;R;100158604;R;201
100192425;R;100062013;R;201
100237998;R;100179897;R;201
100086107;R;100435063;R;201
100271540;R;100420577;R;201
100266062;R;100304304;R;201
100009359;R;100057329;R;201
100237824;R;100245820;R;201
100124834;R;100452381;R;201
100340922;R;100164797;R;201
100080577;R;100235085;R;201
100244482;R;100019876;R;201
100360755;R;100147210;R;201
100079904;R;100448800;R;201
100332982;R;100206334;R;201
100368915;R;100259137;R;201
100496814;R;100115917;R;201
100100796;R;100294087;R;201
100354792;R;100353589;R;201
100371938;R;100045610;R;201
100259952;R;100207645;R;201
100013640;R;100444451;R;201
100465346;R;100204428;R;201
100254132;R;100203629;R;201
100446222;R;100244867;R;201
100316412;R;100012837;R;201
100240214;R;100164202;R;201
100412824;R;100256406;R;201
100043295;R;100490356;R;201
100277259;R;100059600;R;201
100225273;R;100116564;R;201
100306130;R;100006445;R;201
100317414;R;100190423;R;201
100290795;R;100464636;R;201
100147069;R;100433057;R;201
100343619;R;100019021;R;201
100322953;R;100001435;R;201
100075523;R;100454768;R;201
100113417;R;100316281;R;201
100388490;R;100187307;R;201
100492967;R;100392110;R;201
100201816;R;100476642;R;201
100383012;R;100006424;R;201
100344232;R;100226415;R;201
100088157;R;100127249;R;201
100476565;R;100261316;R;201
100418001;R;100231622;R;201
100429952;R;100129508;R;201
100395411;R;100032647;R;201
100397896;R;100326597;R;201
100156759;R;100166889;R;201
100314381;R;100338228;R;201
100359738;R;100432416;R;201
100236820;R;100337860;R;201
100105101;R;100093513;R;201
100164426;R;100213170;R;201
100095868;R;100266898;R;201
100087582;R;100099502;R;201
100286049;R;100080266;R;201
100228763;R;100169357;R;201
100076723;R;100392857;R;201
100424438;R;100373215;R;201
100492324;R;100163583;R;201
100065599;R;100315347;R;201
100242267;R;100291155;R;201
100254789;R;100101041;R;201
100489916;R;100279873;R;201
100154908;R;100456514;R;201
100056132;R;100472608;R;201
100024404;R;100405899;R;201
100038111;R;100235331;R;201
100363867;R;100221238;R;201
100323079;R;100361455;R;201
100191637;R;100478917;R;201
100068219;R;100185150;R;201
100080992;R;100263337;R;201
100141485;R;100342903;R;201
100030441;R;100228410;R;201
100330884;R;100128005;R;201
100191929;R;100164937;R;201
100131165;R;100051032;R;201
100343716;R;100394932;R;201
100239543;R;100283539;R;201
100392765;R;100344319;R;201
100320956;R;100128641;R;201
100200655;R;100110739;R;201
100222053;R;100196103;R;201
100386030;R;100084588;R;201
100068727;R;100232587;R;201
100435006;R;100486539;R;201
100489671;R;100366114;R;201
100071818;R;100353802;R;201
100266066;R;100252404;R;201
100308922;R;100004090;R;201
100037028;R;100053841;R;201
100107697;R;100330110;R;201
100389166;R;100170278;R;201
100490484;R;100098017;R;201
100027260;R;100317627;R;201
100038464;R;100284441;R;201
100428675;R;100092083;R;201
100420940;R;100346028;R;201
100334117;R;100214170;R;201
100139338;R;100466300;R;201
100069140;R;100106308;R;201
100198962;R;100128393;R;201
100030105;R;100128110;R;201
100058530;R;100332370;R;201
100437254;R;100019296;R;201
100073036;R;100096627;R;201
100166123;R;100235316;R;201
100065323;R;100205946;R;201
100208357;R;100413929;R;201
100440528;R;100432451;R;201
100226717;R;100026704;R;201
100198631;R;100065983;R;201
100151255;R;100257498;R;201
100458570;R;100486149;R;201
100065276;R;100414945;R;201
100042441;R;100165405;R;201
100156065;R;100302036;R;201
100303894;R;100161957;R;201
100027661;R;100152349;R;201
100170300;R;100271877;R;201
100374843;R;100328734;R;201
100036720;R;100042933;R;201
100476270;R;100079309;R;201
100381302;R;100093359;R;201
100219887;R;100319755;R;201
100025136;R;100276734;R;201
100119392;R;100261512;R;201
100334758;R;100033130;R;201
100001291;R;100239160;R;201
100297444;R;100449911;R;201
100212580;R;100139901;R;201
100004207;R;100307757;R;201
100248109;R;100265422;R;201
100274264;R;100331210;R;201
100185091;R;100137502;R;201
100397255;R;100004868;R;201
100021863;R;100015165;R;201
100002555;R;100467145;R;201
100294358;R;100289347;R;201
100167148;R;100327735;R;201
100356355;R;100204252;R;201
100107598;R;100198920;R;201
