RINPERSOON;RINPERSOONS;RINPERSOONRELATIE;RINPERSOONSRELATIE;RELATIE
100306336;R;100020811;R;401
100416505;R;100037970;R;401
100440059;R;100202914;R;401
100316799;R;100098384;R;401
100435829;R;100468241;R;402
100359783;R;100231035;R;401
100122579;R;100283851;R;401
100374564;R;100466236;R;402
100370775;R;100428565;R;401
100332752;R;100410397;R;402
100441170;R;100358234;R;402
100230131;R;100083575;R;401
100159719;R;100210085;R;402
100354361;R;100299111;R;401
100047883;R;100203724;R;402
100086107;R;100435063;R;401
100210932;R;100054833;R;401
100259020;R;100250121;R;402
100108101;R;100187678;R;402
100468967;R;100073784;R;401
100013824;R;100367946;R;402
100251579;R;100005912;R;402
100037073;R;100403956;R;401
100234907;R;100202188;R;401
100416526;R;100200350;R;402
100375851;R;100003313;R;401
100341072;R;100249706;R;401
100332982;R;100206334;R;402
100427136;R;100204060;R;402
100496814;R;100115917;R;401
100164610;R;100328861;R;402
100371938;R;100045610;R;402
100434016;R;100405585;R;402
100240214;R;100164202;R;401
100463773;R;100371365;R;402
100115616;R;100245735;R;402
100300539;R;100171463;R;402
100421302;R;100284890;R;401
100225273;R;100116564;R;402
100015741;R;100149047;R;402
100319512;R;100275810;R;402
100306130;R;100006445;R;401
100373758;R;100287097;R;402
100030752;R;100313116;R;402
100033930;R;100359125;R;401
100290795;R;100464636;R;401
100147069;R;100433057;R;402
100074498;R;100171993;R;402
100075523;R;100454768;R;402
100388490;R;100187307;R;401
100201471;R;100405845;R;402
100204997;R;100392189;R;401
100344232;R;100226415;R;401
100057852;R;100414071;R;402
100185617;R;100276784;R;402
100153669;R;100400856;R;402
100418001;R;100231622;R;402
100140216;R;100190451;R;401
100382545;R;100109655;R;401
100089514;R;100231813;R;401
100120035;R;100196945;R;402
100154490;R;100357960;R;402
100319744;R;100429232;R;401
100039335;R;100125240;R;402
100149303;R;100267474;R;402
100027479;R;100193272;R;402
100287169;R;100451204;R;402
100014672;R;100153171;R;402
100213937;R;100469339;R;401
100073929;R;100458086;R;401
100364199;R;100237773;R;401
100489168;R;100228895;R;402
100015352;R;100489953;R;401
100457238;R;100120466;R;402
100026981;R;100073115;R;401
100122741;R;100214656;R;402
100354124;R;100220761;R;402
100139082;R;100195356;R;401
100079073;R;100458026;R;402
100071299;R;100036564;R;401
100233274;R;100306855;R;402
100254789;R;100101041;R;402
100053251;R;100194070;R;402
100069658;R;100084402;R;402
100157944;R;100387686;R;402
100038111;R;100235331;R;402
100274053;R;100097469;R;401
100363867;R;100221238;R;402
100097182;R;100391636;R;402
100140846;R;100294084;R;402
100223970;R;100411016;R;402
100068219;R;100185150;R;402
100071712;R;100048223;R;402
100361275;R;100378673;R;402
100076478;R;100440386;R;401
100369378;R;100375769;R;401
100367177;R;100145881;R;401
100156108;R;100404349;R;402
100070272;R;100366833;R;401
100309417;R;100071685;R;402
100301222;R;100024983;R;401
100379713;R;100124491;R;402
100338141;R;100054617;R;402
100168716;R;100187615;R;402
100095219;R;100468256;R;402
100221880;R;100407290;R;402
100200655;R;100110739;R;402
100335508;R;100169187;R;401
100057308;R;100348684;R;402
100074573;R;100169619;R;401
100316923;R;100427885;R;401
100024813;R;100345550;R;402
100056062;R;100420216;R;401
100022957;R;100367282;R;402
100336458;R;100382175;R;401
100435006;R;100486539;R;402
100414890;R;100269607;R;402
100071818;R;100353802;R;401
100275801;R;100398319;R;402
100187409;R;100444688;R;401
100467608;R;100069414;R;401
100197281;R;100286870;R;401
100203911;R;100005000;R;401
100490484;R;100098017;R;401
100304942;R;100031397;R;402
100027260;R;100317627;R;402
100425524;R;100092754;R;402
100275054;R;100212051;R;402
100061302;R;100056517;R;402
100428675;R;100092083;R;401
100119299;R;100080303;R;401
100129900;R;100489853;R;401
100489193;R;100221615;R;401
100000612;R;100078196;R;402
100200794;R;100375842;R;402
100091204;R;100255970;R;402
100348172;R;100429946;R;401
100198962;R;100128393;R;402
100458396;R;100395657;R;401
100377116;R;100015424;R;401
100048851;R;100058882;R;402
100321837;R;100068005;R;402
100440163;R;100409711;R;401
100440879;R;100066351;R;401
100157224;R;100071696;R;401
100335006;R;100026563;R;401
100007557;R;100162074;R;401
100111551;R;100020477;R;402
100306213;R;100437733;R;402
100226717;R;100026704;R;402
100241548;R;100444996;R;402
100359119;R;100364168;R;401
100042441;R;100165405;R;401
100040703;R;100036410;R;401
100123622;R;100269443;R;402
100156065;R;100302036;R;401
100452484;R;100004081;R;402
100335879;R;100321031;R;402
100303894;R;100161957;R;401
100320667;R;100177837;R;402
100315887;R;100122023;R;402
100251726;R;100317641;R;402
100039789;R;100425176;R;402
100012912;R;100220148;R;402
100269152;R;100093571;R;401
100307704;R;100489838;R;402
100029353;R;100335438;R;401
100071208;R;100210821;R;402
100009425;R;100275537;R;401
100097552;R;100420797;R;402
100400227;R;100444670;R;402
100126152;R;100206052;R;402
100353381;R;100236246;R;401
100190353;R;100286225;R;401
100036720;R;100042933;R;401
100002963;R;100353986;R;401
100463130;R;100437745;R;401
100171140;R;100449508;R;401
100297444;R;100449911;R;402
100397255;R;100004868;R;401
100065112;R;100424739;R;402
100191605;R;100084935;R;402
100013195;R;100342984;R;402
100275740;R;100134776;R;401
100475584;R;100458804;R;401
100153973;R;100000819;R;401
100422327;R;100349945;R;401
100166767;R;100111500;R;401
100328971;R;100492997;R;401
100070386;R;100475162;R;402
100121615;R;100093201;R;402
100259067;R;100174086;R;402
100266706;R;100295815;R;401
100183098;R;100283057;R;401
100018701;R;100281463;R;402
100183387;R;100097894;R;402
100485425;R;100358175;R;402
100138281;R;100248863;R;401
100483106;R;100085387;R;401
100172405;R;100000359;R;402
100439107;R;100122469;R;402
100211543;R;100486023;R;402
100346110;R;100299472;R;401
100475073;R;100497238;R;402
100125603;R;100467130;R;401
100190372;R;100284219;R;402
100134632;R;100158604;R;402
100096591;R;100330973;R;402
100113183;R;100386157;R;401
100325504;R;100372709;R;402
100182883;R;100200688;R;401
100378516;R;100127500;R;402
100101261;R;100472996;R;401
100341845;R;100160102;R;402
100302277;R;100016419;R;402
100084355;R;100050209;R;402
100099938;R;100086451;R;401
100441898;R;100135030;R;401
100395634;R;100354545;R;402
100298367;R;100304698;R;402
100481378;R;100399808;R;402
100351014;R;100232156;R;401
100354792;R;100353589;R;402
100341272;R;100380431;R;402
100474627;R;100324277;R;402
100411944;R;100211345;R;402
100316412;R;100012837;R;401
100091757;R;100339739;R;401
100173584;R;100230835;R;402
100092309;R;100236323;R;402
100114713;R;100182023;R;402
100169286;R;100396652;R;401
100344271;R;100471016;R;402
100079983;R;100466144;R;402
100183645;R;100166494;R;402
100143651;R;100240478;R;402
100458396;R;100210294;R;402
100361071;R;100368099;R;402
100176425;R;100443947;R;401
100219058;R;100204900;R;402
100113417;R;100316281;R;402
100126491;R;100048579;R;401
100383012;R;100006424;R;402
100378624;R;100173058;R;401
100263038;R;100363975;R;401
100423358;R;100491292;R;402
100112931;R;100127186;R;402
100372912;R;100336673;R;402
100473891;R;100244883;R;401
100284446;R;100430919;R;402
100209781;R;100227123;R;402
100439618;R;100052330;R;402
100196555;R;100370238;R;401
100284715;R;100157866;R;402
100358880;R;100328557;R;402
100341979;R;100073533;R;401
100344393;R;100028853;R;402
100278507;R;100454173;R;402
100176264;R;100107662;R;401
100420957;R;100217720;R;402
100300152;R;100243662;R;402
100141172;R;100068514;R;402
100473920;R;100284723;R;401
100402716;R;100198929;R;402
100158856;R;100000739;R;401
100365707;R;100486743;R;401
100430428;R;100074140;R;402
100183213;R;100397483;R;402
100414482;R;100151695;R;402
100224629;R;100344771;R;402
100136482;R;100402773;R;401
100009724;R;100286215;R;402
100246780;R;100107319;R;402
100018491;R;100347759;R;401
100455786;R;100027428;R;402
100318764;R;100327060;R;402
100103897;R;100469057;R;402
100367474;R;100497883;R;402
100035428;R;100165068;R;402
100330033;R;100119792;R;402
100228763;R;100169357;R;402
100021875;R;100039965;R;402
100298805;R;100205774;R;402
100133751;R;100416938;R;402
100424438;R;100373215;R;402
100482452;R;100096376;R;402
100233709;R;100116364;R;402
100079403;R;100114981;R;402
100242267;R;100291155;R;402
100281199;R;100093992;R;401
100023417;R;100022014;R;402
100242593;R;100133242;R;401
100013704;R;100252541;R;402
100492211;R;100362681;R;402
100412147;R;100291971;R;402
100121550;R;100140892;R;402
100337721;R;100045639;R;402
100131165;R;100051032;R;402
100167618;R;100454459;R;402
100419001;R;100175631;R;402
100343716;R;100394932;R;401
100488470;R;100239369;R;402
100359119;R;100153699;R;401
100247598;R;100364242;R;402
100020427;R;100452106;R;402
100242997;R;100383018;R;402
100414290;R;100277553;R;402
100462044;R;100095078;R;402
100172366;R;100200856;R;401
100073330;R;100070129;R;401
100216800;R;100381031;R;401
100247507;R;100228878;R;402
100364316;R;100035025;R;402
100152179;R;100197783;R;402
100364134;R;100234925;R;402
100310515;R;100063483;R;402
100238873;R;100446648;R;401
100475157;R;100408136;R;402
100038870;R;100305186;R;402
100367694;R;100348746;R;402
100001337;R;100058114;R;402
100122426;R;100461968;R;402
100185501;R;100129540;R;401
100028960;R;100347798;R;402
100433954;R;100323196;R;401
100421038;R;100219081;R;402
100301165;R;100381561;R;402
100436785;R;100005774;R;401
100479214;R;100164353;R;402
100139338;R;100466300;R;401
100300919;R;100254991;R;401
100376860;R;100098410;R;402
100298164;R;100200960;R;402
100047042;R;100314554;R;402
100242521;R;100074518;R;402
100057961;R;100454442;R;402
100185960;R;100364324;R;401
100001608;R;100098773;R;402
100458435;R;100423053;R;402
100112812;R;100294123;R;402
100389062;R;100465744;R;402
100465579;R;100077852;R;402
100406134;R;100427811;R;402
100171714;R;100454446;R;402
100437254;R;100019296;R;402
100041574;R;100090006;R;402
100062834;R;100497465;R;402
100290050;R;100102185;R;402
100075881;R;100248710;R;402
100142549;R;100004829;R;402
100166384;R;100402731;R;402
100467094;R;100168309;R;401
100180351;R;100496532;R;402
100239365;R;100234786;R;402
100478388;R;100414488;R;401
100299581;R;100110934;R;402
100142480;R;100186122;R;401
100321397;R;100295404;R;402
100447678;R;100190637;R;402
100288847;R;100427385;R;402
100166116;R;100346361;R;402
100329543;R;100264741;R;401
100458587;R;100377708;R;402
100256366;R;100044761;R;402
100427874;R;100015956;R;402
100293154;R;100319329;R;402
100306440;R;100154776;R;402
100218269;R;100326939;R;401
100276735;R;100407559;R;402
100042756;R;100376144;R;402
100032891;R;100178562;R;402
100322277;R;100060177;R;402
100149085;R;100499581;R;402
100271838;R;100337667;R;402
100056487;R;100363520;R;402
100046870;R;100460681;R;402
100302987;R;100307126;R;402
100076999;R;100175478;R;402
100119392;R;100261512;R;402
100332132;R;100153800;R;402
100444930;R;100474333;R;402
100334758;R;100033130;R;402
100413348;R;100180619;R;401
100271625;R;100286582;R;402
100274374;R;100135770;R;402
100039381;R;100315173;R;401
100486596;R;100081212;R;402
100459397;R;100347076;R;402
100120185;R;100435775;R;402
100088910;R;100234356;R;402
100402851;R;100238749;R;402
100153780;R;100382655;R;402
100235213;R;100386759;R;402
100294358;R;100289347;R;402
100204370;R;100068613;R;402
100107598;R;100198920;R;402
100230075;R;100212235;R;402
100077493;R;100431886;R;402
100258901;R;100238023;R;401
100003467;R;100344814;R;402
100322385;R;100418199;R;402
100494876;R;100002556;R;401
100377488;R;100271962;R;401
100199201;R;100177301;R;401
100328810;R;100411497;R;402
100067267;R;100044766;R;401
100342880;R;100085690;R;401
100139961;R;100363189;R;402
100040719;R;100275960;R;402
100397625;R;100246877;R;402
100073678;R;100221117;R;402
100005703;R;100258780;R;402
100345687;R;100063228;R;401
100333771;R;100495006;R;402
100225820;R;100316890;R;402
100368336;R;100435857;R;402
100009690;R;100021151;R;401
100301130;R;100045607;R;402
100117952;R;100416515;R;401
100152315;R;100403741;R;401
100310744;R;100137460;R;402
100150055;R;100147699;R;402
100220760;R;100161374;R;402
100430835;R;100351427;R;402
100395087;R;100493794;R;402
100417891;R;100418916;R;402
100049811;R;100313077;R;401
100221607;R;100308814;R;401
100122144;R;100311227;R;401
100084665;R;100223240;R;402
100381567;R;100347448;R;402
100385175;R;100316834;R;401
100351285;R;100241911;R;401
100071557;R;100263148;R;402
100484084;R;100380628;R;401
100045444;R;100263208;R;402
100086904;R;100047708;R;401
100274278;R;100451140;R;401
100412556;R;100096873;R;401
100409514;R;100389456;R;402
100012372;R;100141778;R;402
100498628;R;100082293;R;402
100266062;R;100304304;R;401
100009359;R;100057329;R;401
100211113;R;100317042;R;402
100312768;R;100028070;R;402
100108483;R;100099073;R;402
100482452;R;100043155;R;401
100079904;R;100448800;R;402
100245325;R;100435910;R;402
100008286;R;100494524;R;402
100461843;R;100260984;R;402
100482284;R;100124610;R;401
100007997;R;100400148;R;401
100412824;R;100256406;R;402
100297633;R;100366567;R;402
100120953;R;100012448;R;402
100165560;R;100098671;R;402
100248082;R;100249872;R;402
100457439;R;100413327;R;402
100385240;R;100332919;R;402
100122627;R;100265943;R;402
100035050;R;100327067;R;402
100317414;R;100190423;R;402
100178877;R;100446695;R;401
100210536;R;100179265;R;402
100063003;R;100374341;R;402
100348115;R;100473025;R;402
100084917;R;100274073;R;402
100221059;R;100200467;R;401
100134958;R;100088418;R;402
100492967;R;100392110;R;401
100207650;R;100061332;R;401
100194792;R;100227717;R;402
100309538;R;100481789;R;402
100331099;R;100441877;R;401
100006004;R;100415599;R;402
100217411;R;100373275;R;402
100101490;R;100003983;R;401
100119005;R;100328625;R;402
100020989;R;100159928;R;402
100156556;R;100222650;R;402
100388510;R;100324833;R;402
100088157;R;100127249;R;401
100258249;R;100247100;R;402
100449129;R;100143388;R;401
100334452;R;100486955;R;401
100496831;R;100207803;R;401
100304323;R;100091550;R;401
100322487;R;100251421;R;401
100208654;R;100162170;R;402
100052548;R;100272544;R;402
100033415;R;100148196;R;402
100105101;R;100093513;R;402
100491445;R;100348733;R;402
100164426;R;100213170;R;402
100472884;R;100191278;R;401
100179870;R;100019549;R;402
100185834;R;100385113;R;402
100095868;R;100266898;R;402
100460614;R;100385411;R;402
100012003;R;100011106;R;402
100095804;R;100178448;R;402
100459780;R;100231344;R;402
100290580;R;100437489;R;402
100201558;R;100279755;R;402
100330345;R;100379414;R;402
100084977;R;100400494;R;402
100005028;R;100482969;R;402
100221310;R;100171118;R;402
100492324;R;100163583;R;402
100038212;R;100499246;R;402
100427951;R;100103513;R;402
100065599;R;100315347;R;401
100493907;R;100488825;R;401
100014705;R;100296418;R;402
100025274;R;100342230;R;402
100364909;R;100449443;R;401
100079285;R;100018583;R;402
100411720;R;100344153;R;402
100314691;R;100209011;R;401
100177103;R;100336900;R;402
100459127;R;100325526;R;402
100159322;R;100011111;R;402
100359398;R;100029951;R;401
100484069;R;100216401;R;402
100419035;R;100325141;R;402
100435024;R;100254264;R;402
100400090;R;100000833;R;402
100084416;R;100071752;R;401
100496518;R;100108605;R;402
100136002;R;100349813;R;401
100472173;R;100403566;R;402
100096648;R;100295013;R;401
100423065;R;100434699;R;402
100068727;R;100232587;R;401
100304805;R;100272744;R;401
100389166;R;100170278;R;402
100038464;R;100284441;R;402
100274548;R;100429688;R;402
100468528;R;100064427;R;402
100437681;R;100149181;R;402
100360020;R;100379245;R;402
100481770;R;100023723;R;402
100136234;R;100415829;R;401
100222069;R;100310047;R;402
100327779;R;100418054;R;402
100439006;R;100194232;R;402
100484248;R;100105464;R;402
100472699;R;100316916;R;402
100292504;R;100476106;R;401
100314259;R;100329459;R;402
100478326;R;100057515;R;401
100408097;R;100336979;R;401
100429957;R;100044234;R;402
100356262;R;100462206;R;402
100103069;R;100086891;R;402
100091080;R;100092410;R;401
100065323;R;100205946;R;401
100437766;R;100429123;R;401
100208357;R;100413929;R;402
100343665;R;100134481;R;402
100178528;R;100365437;R;402
100423517;R;100135438;R;402
100123283;R;100360491;R;402
100379203;R;100142930;R;402
100027536;R;100262995;R;402
100452342;R;100250210;R;402
100130923;R;100167964;R;402
100201605;R;100428954;R;402
100425174;R;100105782;R;402
100170300;R;100271877;R;402
100059580;R;100260942;R;402
100243937;R;100065664;R;402
100171614;R;100411485;R;402
100384238;R;100338220;R;402
100188924;R;100181851;R;402
100409367;R;100263154;R;402
100210265;R;100252966;R;402
100476270;R;100079309;R;402
100381302;R;100093359;R;401
100157815;R;100391050;R;401
100101670;R;100456292;R;402
100008804;R;100264349;R;402
100086465;R;100435355;R;402
100098875;R;100094650;R;401
100497702;R;100397656;R;402
100437923;R;100321027;R;402
100022616;R;100260107;R;402
100343985;R;100363954;R;402
100118146;R;100124885;R;402
100446339;R;100281525;R;401
100413261;R;100176195;R;401
100450957;R;100055499;R;402
100114871;R;100171179;R;402
100212580;R;100139901;R;402
100110562;R;100334109;R;402
100081776;R;100443163;R;401
100464223;R;100190561;R;402
100274264;R;100331210;R;402
100257754;R;100238790;R;402
100121615;R;100160433;R;401
100114550;R;100000603;R;402
100470906;R;100335672;R;401
100358212;R;100389495;R;401
100201913;R;100315003;R;402
100454617;R;100237153;R;402
100356355;R;100204252;R;401
100469961;R;100228986;R;401
100228112;R;100431426;R;402
100059864;R;100095297;R;402
100484161;R;100414627;R;402
100037708;R;100155710;R;401
100476519;R;100065978;R;402
100371969;R;100439408;R;402
100172840;R;100365544;R;402
100450643;R;100073786;R;401
100303952;R;100334532;R;402
100260117;R;100027055;R;401
100475499;R;100335643;R;401
100347542;R;100274295;R;402
100030391;R;100123031;R;402
100355628;R;100314041;R;401
100030955;R;100120457;R;402
100284716;R;100213395;R;401
100108541;R;100326595;R;402
100296525;R;100134693;R;402
100040580;R;100139216;R;402
100114233;R;100396491;R;402
100039855;R;100291879;R;401
100291478;R;100076155;R;402
100105126;R;100311309;R;402
100179047;R;100092363;R;402
100461484;R;100280202;R;401
100304137;R;100105630;R;402
100448242;R;100314845;R;402
100017089;R;100094609;R;401
100082457;R;100166640;R;402
100395712;R;100090557;R;401
100303648;R;100023325;R;401
100312010;R;100162460;R;401
100477428;R;100247775;R;401
100410807;R;100005596;R;402
100320290;R;100387183;R;401
100485504;R;100487368;R;402
100151078;R;100087047;R;402
100046522;R;100450772;R;401
100416698;R;100048764;R;401
100186225;R;100013304;R;401
100081757;R;100375939;R;402
100024777;R;100094887;R;401
100406059;R;100093085;R;401
100336803;R;100325602;R;402
100248370;R;100216826;R;401
100223243;R;100076033;R;401
100243998;R;100021129;R;402
100352893;R;100416530;R;401
100259952;R;100207645;R;402
100438879;R;100363795;R;401
100465346;R;100204428;R;402
100021752;R;100037219;R;402
100070381;R;100384042;R;402
100103243;R;100079492;R;402
100361582;R;100492062;R;402
100146984;R;100340916;R;402
100239478;R;100315564;R;401
100333526;R;100349573;R;401
100325029;R;100393586;R;402
100041690;R;100345389;R;401
100173986;R;100461920;R;402
100071713;R;100291691;R;402
100321745;R;100461264;R;401
100079224;R;100372110;R;401
100428836;R;100497861;R;401
100052513;R;100378275;R;401
100496172;R;100406405;R;401
100121542;R;100323209;R;401
100346610;R;100038030;R;401
100197648;R;100020978;R;401
100057508;R;100265814;R;402
100248558;R;100295992;R;401
100324695;R;100283073;R;401
100314381;R;100338228;R;401
100359738;R;100432416;R;401
100152022;R;100334680;R;401
100012232;R;100357791;R;401
100447470;R;100059500;R;401
100285458;R;100338097;R;402
100369190;R;100444050;R;401
100401688;R;100244120;R;401
100286049;R;100080266;R;401
100126983;R;100416987;R;401
100394067;R;100408317;R;401
100255352;R;100443522;R;402
100364447;R;100309407;R;401
100313798;R;100204700;R;401
100024404;R;100405899;R;401
100191637;R;100478917;R;402
100181931;R;100343742;R;402
100073064;R;100412304;R;401
100203603;R;100304970;R;401
100028954;R;100057446;R;402
100355443;R;100116844;R;402
100449202;R;100125798;R;401
100330884;R;100128005;R;401
100191929;R;100164937;R;401
100328084;R;100479950;R;401
100463267;R;100098966;R;401
100239543;R;100283539;R;402
100427546;R;100302910;R;401
100324982;R;100140061;R;401
100392765;R;100344319;R;401
100040621;R;100259115;R;401
100290183;R;100312677;R;401
100435945;R;100363787;R;401
100074890;R;100005241;R;402
100089208;R;100395289;R;402
100395973;R;100260146;R;402
100222053;R;100196103;R;401
100151237;R;100218543;R;401
100248867;R;100180818;R;402
100483728;R;100050138;R;402
100386030;R;100084588;R;401
100393005;R;100438986;R;402
100250307;R;100387440;R;401
100132996;R;100036483;R;401
100176590;R;100173275;R;401
100031649;R;100310591;R;402
100093708;R;100313759;R;402
100323190;R;100271091;R;401
100010738;R;100016243;R;402
100010825;R;100252249;R;402
100430226;R;100180525;R;402
100117508;R;100376175;R;402
100420940;R;100346028;R;402
100151719;R;100271057;R;402
100140192;R;100338160;R;401
100142994;R;100111484;R;401
100482956;R;100383516;R;401
100360317;R;100383007;R;401
100350898;R;100397117;R;401
100350836;R;100417021;R;401
100188597;R;100461544;R;401
100142398;R;100249069;R;402
100420172;R;100144188;R;402
100341778;R;100494174;R;401
100114910;R;100417534;R;401
100491067;R;100282891;R;401
100297764;R;100433510;R;402
100099128;R;100209886;R;402
100350768;R;100153927;R;401
100170493;R;100052156;R;401
100278063;R;100394728;R;402
100077799;R;100284759;R;401
100485942;R;100034162;R;402
100027661;R;100152349;R;402
100184550;R;100192960;R;402
100095482;R;100188154;R;402
100044709;R;100083180;R;401
100281665;R;100471970;R;401
100354751;R;100376312;R;402
100027034;R;100190053;R;402
100131024;R;100476396;R;402
100129547;R;100263091;R;402
100408481;R;100159791;R;402
100286599;R;100484100;R;402
100420101;R;100443621;R;402
100428113;R;100152655;R;401
100030306;R;100449761;R;402
100136874;R;100321669;R;401
100139130;R;100017310;R;402
100279697;R;100093370;R;401
100411886;R;100074907;R;401
100199206;R;100251936;R;402
100007802;R;100282187;R;402
100467891;R;100372250;R;401
100237963;R;100282462;R;402
100036151;R;100015347;R;402
100376526;R;100313637;R;401
100165255;R;100460838;R;402
100322171;R;100452624;R;402
100450663;R;100414909;R;401
100048008;R;100347406;R;401
100243635;R;100138272;R;402
100327161;R;100015199;R;402
100239209;R;100366865;R;402
100288562;R;100139080;R;402
100096204;R;100315869;R;401
100356462;R;100275077;R;401
100215383;R;100457049;R;401
100349845;R;100303590;R;402
100170584;R;100436809;R;402
100425446;R;100243368;R;402
100370648;R;100454688;R;401
100394013;R;100002422;R;402
100273867;R;100331646;R;401
100370816;R;100089744;R;402
100020737;R;100163021;R;401
100453751;R;100139758;R;401
100237998;R;100179897;R;401
100345135;R;100285987;R;402
100464547;R;100056467;R;401
100124834;R;100452381;R;402
100090928;R;100340123;R;402
100387455;R;100413418;R;402
100259978;R;100346653;R;402
100323714;R;100151666;R;401
100383570;R;100061179;R;402
100314083;R;100427842;R;401
100449572;R;100494513;R;401
100244482;R;100019876;R;401
100130317;R;100383618;R;401
100321859;R;100374456;R;401
100446222;R;100244867;R;401
100124349;R;100334995;R;401
100262613;R;100351527;R;402
100043295;R;100490356;R;401
100094275;R;100273819;R;401
100151237;R;100160481;R;402
100133847;R;100377713;R;402
100351243;R;100290036;R;401
100359912;R;100414819;R;401
100427225;R;100312931;R;401
100463155;R;100027137;R;402
100338467;R;100433772;R;401
100082727;R;100298162;R;402
100083697;R;100170781;R;401
100473428;R;100394064;R;402
100133634;R;100246079;R;401
100388647;R;100496608;R;401
100093846;R;100314390;R;401
100233746;R;100116044;R;402
100478748;R;100458833;R;402
100063418;R;100228997;R;401
100429952;R;100129508;R;402
100156759;R;100166889;R;402
100450841;R;100411802;R;402
100410173;R;100452958;R;401
100175311;R;100013728;R;401
100193818;R;100472161;R;402
100488297;R;100402193;R;402
100207925;R;100193562;R;402
100310137;R;100136684;R;402
100483832;R;100248076;R;401
100483151;R;100481903;R;402
100335622;R;100024391;R;402
100285905;R;100487006;R;401
100324588;R;100074756;R;401
100413393;R;100255613;R;401
100082032;R;100078587;R;402
100177571;R;100304488;R;401
100036209;R;100397085;R;401
100412556;R;100005393;R;401
100217895;R;100146992;R;401
100333026;R;100159975;R;402
100056132;R;100472608;R;402
100142537;R;100385508;R;401
100368837;R;100016371;R;401
100323079;R;100361455;R;401
100390233;R;100419936;R;401
100228868;R;100347975;R;401
100279025;R;100138605;R;401
100450034;R;100289096;R;402
100278224;R;100269896;R;401
100038406;R;100349535;R;401
100464286;R;100263821;R;402
100396203;R;100464487;R;402
100404316;R;100196011;R;402
100383676;R;100022922;R;401
100484230;R;100241699;R;402
100393316;R;100090791;R;401
100309498;R;100029785;R;401
